,Unnamed: 0,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW),month,year
152,152,2018-06-04,2558,3501,10.0,25035,33586,420,421,4.3,3.8,0.4,149494,107,1038,91.33,109.0,254,3505.6,164721,497,1461.0,-8.4,8296,6,2018
153,153,2018-06-05,2768,3738,10.5,25355,35938,454,455,4.4,3.7,0.7,164145,106,1082,91.07,119.0,237,3483.5,177087,563,1569.9,10.5,9104,6,2018
154,154,2018-06-06,2797,3784,10.3,25072,34090,472,473,-0.7,-0.7,9.77e-15,164758,106,1725,90.82,121.0,223,3680.3,177490,599,1611.0,8.3,9010,6,2018
155,155,2018-06-07,2684,3680,14.3,25570,33953,475,476,-0.9,-1.9,1.0,161937,105,1331,88.2,116.0,247,3686.9,174137,1219,1548.8,3.2,8739,6,2018
156,156,2018-06-08,2684,3715,18.8,26760,36403,473,473,-19.3,2.7,-22.0,162034,105,1394,82.93,112.0,300,3748.5,173278,696,1542.1,3.9,7869,6,2018
157,157,2018-06-09,2659,3700,11.9,27968,34766,444,445,-5.0,-4.0,-0.7,160011,103,812,74.67,109.0,338,3748.5,173434,583,1532.5,-0.4,8616,6,2018
158,158,2018-06-10,2455,3501,11.7,28426,37118,451,452,-0.6,-1.2,0.7,147325,100,667,69.52,113.0,371,3802.0,166693,801,1435.4,-14.5,7992,6,2018
159,159,2018-06-11,2290,3366,11.5,30935,41021,466,468,6.5,6.7,-0.1,147349,103,929,79.18,108.0,344,3441.6,158800,1711,1395.4,-17.6,7297,6,2018
160,160,2018-06-12,2406,3581,9.0,28469,38135,485,486,3.8,2.1,1.6,159496,106,511,76.54,114.0,422,3376.4,169293,-304,1453.3,3.4,7760,6,2018
161,161,2018-06-13,2419,3634,13.9,29762,39828,473,474,3.2,4.1,-1.0,160275,106,772,83.63,116.0,467,3676.5,170104,867,1452.3,-7.9,8233,6,2018
162,162,2018-06-14,2440,3678,14.7,29162,41956,485,486,-3.3,-2.1,-1.1,160792,106,971,88.54,115.0,465,3734.0,172307,731,1465.8,8.7,6749,6,2018
163,163,2018-06-15,2556,3734,14.2,28717,40456,507,509,-9.6,-10.5,1.2,163767,106,995,83.14,116.0,399,3799.0,176089,1160,1546.7,6.6,7651,6,2018
164,164,2018-06-16,2628,3799,10.1,27737,37119,503,505,-3.0,-4.5,1.5,163270,107,1606,90.51,124.0,376,3743.6,177555,1393,1581.2,6.3,7589,6,2018
165,165,2018-06-17,2590,3743,11.1,29393,37413,495,497,1.0,0.1,0.9,158386,108,629,92.27,121.0,365,3494.9,173773,764,1554.2,5.7,7329,6,2018
166,166,2018-06-18,2391,3497,10.4,29797,38013,476,478,-3.4,-3.4,-0.2,147419,108,619,87.9,116.0,356,3653.9,166252,821,1465.2,-3.5,7861,6,2018
167,167,2018-06-19,2620,3654,14.0,29805,38003,466,468,-1.5,-8.4,6.8,159366,107,754,82.63,119.0,304,3757.4,171534,696,1522.3,22.3,9347,6,2018
168,168,2018-06-20,2747,3757,17.0,29542,34883,465,467,-1.2,-1.3,-1.42e-14,161070,107,1351,91.22,128.0,252,3857.8,176528,1476,1538.3,31.2,10006,6,2018
169,169,2018-06-21,2841,3857,29.9,30651,35689,483,484,-0.1,2.2,-2.3,165360,107,1197,97.49,135.0,226,3861.8,178983,608,1550.9,22.8,9412,6,2018
170,170,2018-06-22,2875,3862,31.8,31456,32986,455,456,-2.4,-3.6,1.2,162390,107,1986,86.06,137.0,239,3883.6,177851,2546,1532.4,8.3,7579,6,2018
171,171,2018-06-23,2899,3883,26.3,28385,30177,440,442,-3.3,-3.5,1.71e-14,165459,103,1889,76.18,141.0,254,3821.1,177639,897,1527.7,17.0,7734,6,2018
172,172,2018-06-24,2856,3822,18.4,28762,31235,450,452,-1.2,-1.3,0.1,164193,101,2248,74.22,141.0,240,3670.8,176297,775,1529.4,8.0,7969,6,2018
173,173,2018-06-25,2664,3671,11.8,28863,31590,438,439,-3.8,-4.7,0.9,155956,101,739,90.65,125.0,286,3770.7,170071,1016,1452.9,-1.4,7435,6,2018
174,174,2018-06-26,2713,3771,15.7,29035,31990,440,441,3.3,-1.1,4.2,161978,101,710,82.28,123.0,332,3714.5,174155,922,1470.3,19.3,8429,6,2018
175,175,2018-06-27,2595,3715,10.5,29163,32444,444,445,3.9,3.2,0.5,161043,101,1288,83.43,123.0,378,3583.6,173275,672,1430.5,0.1,7500,6,2018
176,176,2018-06-28,2535,3584,12.5,28849,33304,444,445,-4.0,-4.3,0.2,156632,104,886,70.08,120.0,340,3398.9,167306,632,1421.6,9.1,9609,6,2018
177,177,2018-06-29,2400,3399,11.0,28780,36930,470,471,-1.1,-1.2,0.1,150169,106,1184,67.13,111.0,271,3449.6,160368,518,1410.3,4.4,8916,6,2018
178,178,2018-06-30,2492,3450,10.2,29650,38003,484,485,-5.8,-4.4,-1.4,152739,106,1503,77.59,115.0,205,3540.5,164027,855,1481.0,10.6,9055,6,2018
179,179,2018-07-01,2594,3541,12.5,29473,37790,510,511,-3.2,-3.6,0.4,157073,104,1732,88.84,114.0,157,3142.8,165740,1325,1556.5,12.8,7156,7,2018
180,180,2018-07-02,2521,3466,13.4,31229,40308,496,498,1.7,-3.5,5.1,150642,99,848,80.38,115.0,176,3302.0,161846,701,1522.1,10.6,8234,7,2018
181,181,2018-07-03,2483,3569,11.9,31327,38801,512,513,-4.3,-4.8,0.6,157632,98,990,89.02,122.0,289,3444.1,169389,854,1512.3,5.6,8526,7,2018
182,182,2018-07-04,2368,3496,11.2,29387,40552,515,516,6.9,6.0,0.9,155959,98,1076,80.1,124.0,342,3390.3,166522,1206,1451.6,0.2,7037,7,2018
183,183,2018-07-05,2319,3482,12.2,29049,44213,510,511,-0.5,-1.8,1.3,155365,99,1170,79.52,128.0,377,3627.8,165453,837,1470.6,-5.5,9952,7,2018
184,184,2018-07-06,1910,3597,16.9,29294,42069,487,488,-7.7,-12.5,5.0,159538,72,650,84.48,103.0,344,3712.8,170100,685,1516.4,18.6,9128,7,2018
185,185,2018-07-07,2592,3687,13.3,29014,41808,482,483,-0.7,-0.6,0.1,163340,100,2041,74.28,146.0,328,3738.1,172823,2151,1531.9,23.5,9778,7,2018
186,186,2018-07-08,2628,3737,20.1,30223,41328,485,487,-2.4,-3.5,1.1,161483,101,2084,66.69,140.0,343,3708.7,172812,982,1536.2,19.1,9257,7,2018
187,187,2018-07-09,2524,3644,15.8,31048,40711,489,490,-12.8,-12.8,-1.15e-14,154480,102,1111,68.94,135.0,354,3708.7,167969,1166,1501.2,14.0,8103,7,2018
188,188,2018-07-10,2593,3750,20.4,30002,41440,517,516,2.1,1.7,0.5,161948,102,1667,65.07,138.0,364,3710.5,173609,973,1549.5,10.6,8657,7,2018
189,189,2018-07-11,2636,3805,22.9,29017,40645,524,527,1.4,2.4,-0.9,164729,102,2089,58.88,137.0,286,3176.0,173896,1540,1555.3,16.7,8493,7,2018
190,190,2018-07-12,2572,3720,11.9,29605,41143,519,520,-3.9,-4.7,0.9,160921,102,1417,57.54,127.0,405,3354.2,172585,983,1558.3,-1.5,7342,7,2018
191,191,2018-07-13,2480,3643,12.2,29587,42269,526,532,7.2,7.4,-0.1,160680,102,1467,58.16,124.0,275,3562.6,171083,1652,1506.2,10.5,7678,7,2018
192,192,2018-07-14,2430,3563,11.1,30133,42984,525,526,-4.6,-6.5,1.8,153667,103,1546,66.44,123.0,342,3481.1,167240,1652,1494.2,9.0,8991,7,2018
193,193,2018-07-15,2389,3481,11.9,30209,43781,528,529,3.4,3.8,-0.4,154848,103,1486,61.2,111.0,317,3424.7,173756,1661,1493.7,16.2,9800,7,2018
194,194,2018-07-16,2320,3425,13.7,29069,45156,522,524,-2.4,-2.0,-0.3,149308,103,1192,57.41,106.0,338,3507.5,159635,667,1461.2,5.6,8190,7,2018
195,195,2018-07-17,2382,3508,15.1,29064,44064,526,529,1.3,0.4,0.8,155097,102,1479,58.74,111.0,350,3513.5,164334,785,1502.0,6.3,8461,7,2018
196,196,2018-07-18,2352,3513,12.3,29693,43275,543,545,-9.0,-8.8,1.13e-14,159121,102,1573,71.9,118.0,343,3609.1,166237,619,1484.8,8.0,8323,7,2018
197,197,2018-07-19,2447,3610,14.9,28857,43924,564,567,-7.0,-7.0,0.1,159086,101,1723,73.16,118.0,332,3653.5,169153,1048,1512.6,14.1,8783,7,2018
198,198,2018-07-20,2467,3654,13.4,30392,43865,578,579,-0.9,-1.5,0.6,160207,101,1964,68.96,123.0,342,3638.8,171068,730,1519.4,17.0,7736,7,2018
199,199,2018-07-21,2452,3639,13.7,30835,43215,564,566,2.1,1.0,1.1,158771,96,1141,58.44,122.0,373,3504.0,169963,1167,1483.6,6.8,8239,7,2018
200,200,2018-07-22,2311,3504,17.3,30200,42340,556,558,-3.0,-0.8,-2.0,153186,95,850,65.95,107.0,387,3315.6,163471,542,1417.4,7.5,9457,7,2018
201,201,2018-07-23,2106,3314,10.8,31490,46265,553,555,-5.8,-4.1,-1.7,144627,102,796,61.07,104.0,409,3481.8,155454,489,1325.4,-6.6,8574,7,2018
202,202,2018-07-24,2268,3481,13.1,32358,44053,583,585,-2.7,-2.5,-0.2,155333,109,1674,62.0,106.0,381,3585.4,166107,736,1409.4,13.8,8050,7,2018
203,203,2018-07-25,2370,3586,12.2,33264,42638,604,606,264.9,6.4,258.4,160248,113,1195,64.92,111.0,360,3553.4,169109,849,1457.2,22.9,7375,7,2018
204,204,2018-07-26,2294,3555,11.2,33847,44316,591,592,6.5,-25.1,31.7,155519,110,809,75.24,114.0,403,3379.5,167596,576,1417.6,6.8,7660,7,2018
205,205,2018-07-27,2129,3379,11.4,33677,44631,564,566,-4.5,-3.1,-1.3,151864,109,1334,62.74,106.0,435,3385.1,161475,660,1355.6,-0.2,8794,7,2018
206,206,2018-07-28,2158,3385,12.2,35664,47411,576,579,0.3,0.7,-0.2,151732,115,1475,63.89,100.0,399,3439.0,160919,668,1380.7,14.8,9766,7,2018
207,207,2018-07-29,2226,3439,12.0,32837,49293,574,576,-0.8,-0.4,-0.3,155719,114,1522,73.44,99.0,382,3447.0,163987,594,1431.7,18.8,8611,7,2018
208,208,2018-07-30,2200,3436,11.9,31808,47719,578,585,4.4,5.3,-0.9,150947,118,1155,80.01,96.0,357,3605.7,171460,500,1452.0,17.6,9479,7,2018
209,209,2018-07-31,2383,3607,13.4,31878,45528,621,623,2.9,3.3,-0.4,162034,119,1134,82.01,104.0,333,3690.9,172137,764,1522.4,11.8,8884,7,2018
210,210,2018-08-01,2432,3691,10.7,30848,45200,591,592,-1.5,-3.4,2.1,163001,119,953,77.12,107.0,389,3251.8,173581,668,1511.5,7.9,7376,8,2018
211,211,2018-08-02,2437,3688,9.7,32271,42790,578,578,-2.7,-2.8,0.3,162786,104,1030,79.83,103.0,416,3289.9,175387,565,1506.8,2.0,7624,8,2018
212,212,2018-08-03,2502,3741,12.6,32504,39529,599,599,-7.0,-7.4,0.4,164565,79,1499,82.62,104.0,407,3461.1,175104,1007,1470.7,13.2,8545,8,2018
213,213,2018-08-04,2536,3785,12.8,32288,38933,604,606,-1.8,-1.7,-0.1,166731,78,1528,82.42,116.0,397,3269.4,176294,1367,1491.8,11.4,8187,8,2018
214,214,2018-08-05,2569,3833,12.4,33146,39568,602,604,4.8,4.8,7.11e-15,167129,78,1999,79.22,115.0,412,3583.1,177738,645,1500.7,19.4,7518,8,2018
215,215,2018-08-06,2472,3722,11.3,32871,39646,579,580,-0.9,-2.22e-16,-0.8,158696,79,772,75.99,110.0,421,3700.0,171953,618,1456.0,15.8,7485,8,2018
216,216,2018-08-07,2482,3749,12.5,34948,38781,582,583,-2.9,-3.6,0.6,164329,78,1251,75.75,108.0,445,3644.8,176138,823,1476.6,13.4,7061,8,2018
217,217,2018-08-08,2567,3708,13.2,35109,41723,505,505,-3.9,-3.6,-0.1,160315,78,2420,65.42,111.0,400,3653.5,172935,671,1446.8,15.8,9524,8,2018
218,218,2018-08-09,2587,3654,16.6,33841,39556,538,538,-4.6,-5.2,0.6,159417,78,2655,63.58,120.0,294,3653.5,172188,669,1469.9,22.0,10922,8,2018
219,219,2018-08-10,2648,3743,13.7,34163,38226,561,562,5.2,5.1,0.2,164652,78,2691,74.35,113.0,304,3822.8,176092,856,1500.8,13.5,8763,8,2018
220,220,2018-08-11,2673,3861,13.9,34533,38836,585,585,2.6,2.5,0.1,168280,79,1831,74.39,122.0,372,3063.7,179793,696,1514.7,11.6,9040,8,2018
221,221,2018-08-12,2530,3779,10.8,33994,40146,589,590,0.7,-0.7,1.3,163661,78,1279,59.98,116.0,438,3367.7,176400,665,1473.3,7.6,7344,8,2018
222,222,2018-08-13,2328,3562,10.6,32448,41621,587,587,5.7,4.8,0.8,156547,78,1476,56.99,110.0,421,3666.7,167108,623,1392.2,2.9,8396,8,2018
223,223,2018-08-14,2445,3667,13.0,36709,43938,589,588,-5.5,-5.9,0.2,163588,78,1240,71.08,105.0,398,3754.8,172796,935,1433.5,12.7,10429,8,2018
224,224,2018-08-15,2549,3754,11.7,32652,43993,553,628,0.2,0.6,-0.4,166332,78,1256,69.47,115.0,342,3510.3,175896,580,1499.8,25.6,10110,8,2018
225,225,2018-08-16,2341,3510,11.4,31782,43661,515,604,-2.8,-3.0,0.2,146349,78,896,54.1,102.0,304,3537.9,167208,541,1438.8,6.7,11468,8,2018
226,226,2018-08-17,2373,3539,11.7,30676,42111,640,640,-4.8,-4.6,-0.2,161828,78,1698,58.68,99.0,317,3625.2,169310,1140,1455.8,-2.4,9003,8,2018
227,227,2018-08-18,2389,3625,14.1,31746,44341,661,661,7.9,6.5,1.6,161047,78,2536,73.12,100.0,352,3630.4,171162,681,1482.4,5.9,9006,8,2018
228,228,2018-08-19,2453,3630,13.0,32940,44724,606,611,3.4,2.9,0.6,160739,78,2109,71.07,122.0,297,3511.9,169373,591,1475.6,13.6,9270,8,2018
229,229,2018-08-20,2293,3513,12.1,32010,43764,657,657,1.0,1.1,-0.1,152629,78,1140,66.86,104.0,337,3568.6,162171,699,1429.5,9.6,8326,8,2018
230,230,2018-08-21,2341,3569,13.2,31455,41722,667,672,-4.5,-4.7,0.2,161810,78,1586,57.1,107.0,320,3628.6,169500,707,1443.9,5.0,9269,8,2018
231,231,2018-08-22,2386,3629,11.7,31194,43546,679,679,0.6,-1.1,1.7,164552,78,905,73.3,107.0,348,3704.3,171419,717,1462.7,4.3,8149,8,2018
232,232,2018-08-23,2420,3704,8.9,31443,44269,688,688,1.0,1.0,0.1,162709,78,1069,82.8,110.0,348,3631.9,171808,1011,1511.9,17.8,10110,8,2018
233,233,2018-08-24,2446,3756,8.9,32306,43806,701,702,60.3,34.4,25.9,164854,78,975,80.09,101.0,336,3635.6,185377,649,1536.0,23.2,10525,8,2018
234,234,2018-08-25,2444,3635,12.9,31912,46951,654,654,-4.0,-3.9,-0.2,163504,74,1935,84.87,110.0,312,3607.6,171421,1043,1509.5,10.3,9026,8,2018
235,235,2018-08-26,2387,3608,12.4,30478,46486,689,690,11.9,12.0,-0.2,161405,75,996,85.61,104.0,314,3401.6,169286,652,1483.5,11.8,8490,8,2018
236,236,2018-08-27,2224,3417,12.6,31812,46631,680,680,-3.9,-5.7,1.7,146732,78,1417,77.21,99.0,294,3549.6,163292,628,1366.5,7.0,8085,8,2018
237,237,2018-08-28,2393,3549,12.4,31158,46489,714,714,-3.3,-2.4,-0.9,156680,78,1442,72.83,104.0,219,3609.7,167732,761,1480.2,18.3,9240,8,2018
238,238,2018-08-29,2464,3609,13.8,31318,45452,719,719,-4.1,-3.6,-0.5,160252,79,1414,80.99,96.0,208,3617.4,168700,685,1497.4,8.2,8014,8,2018
239,239,2018-08-30,2476,3616,13.1,32508,43902,714,715,1.5,1.6,-1.78e-15,163016,78,1663,75.12,99.0,219,3692.5,169490,833,1488.1,5.6,7834,8,2018
240,240,2018-08-31,2402,3692,15.7,33279,44599,711,711,-1.1,0.1,-1.2,166204,76,2543,90.53,97.0,275,3717.2,173305,1374,1478.4,20.2,8161,8,2018
241,241,2018-09-01,2462,3718,12.4,32023,44157,741,742,-2.5,-2.0,-0.5,166265,78,1110,81.59,94.0,292,3303.7,174055,810,1478.7,11.3,9432,9,2018
242,242,2018-09-02,2412,3617,11.6,32347,43867,739,739,1.7,3.2,-1.5,162279,73,1179,85.07,91.0,242,3319.2,169281,923,1430.7,8.1,7860,9,2018
243,243,2018-09-03,2190,3416,12.1,34447,45429,716,715,3.6,2.8,0.9,148621,73,1374,88.76,88.0,246,3458.9,161465,609,1372.5,-8.5,6978,9,2018
244,244,2018-09-04,2304,3469,12.6,33212,47032,722,722,-0.6,-4.6,3.9,156071,74,1055,89.94,83.0,231,3361.8,164733,867,1421.3,9.1,7953,9,2018
245,245,2018-09-05,2605,3578,11.7,32417,46634,706,706,-0.4,0.7,-1.1,162412,74,2038,93.9,100.0,236,3579.3,169463,749,1492.2,18.8,7135,9,2018
246,246,2018-09-06,2418,3630,11.1,34512,45573,691,695,-1.6,-1.7,0.4,164234,69,1580,90.94,105.0,303,3499.8,170516,846,1497.8,7.4,7552,9,2018
247,247,2018-09-07,2420,3657,12.0,35451,45386,659,659,-3.9,-5.3,1.4,160671,68,1791,90.47,105.0,336,3749.2,170435,852,1488.8,3.3,8388,9,2018
248,248,2018-09-08,2490,3676,13.5,33209,45103,673,673,-2.1,-2.6,0.5,160616,64,1673,86.03,111.0,294,3742.4,174126,884,1478.7,8.0,8852,9,2018
249,249,2018-09-09,2489,3610,13.8,33426,43759,697,700,-1.1,-3.4,2.0,162155,68,1963,86.33,125.0,219,3742.4,171896,1357,1509.3,21.7,9476,9,2018
250,250,2018-09-10,2475,3554,13.7,33985,42017,711,713,-14.4,-17.7,3.3,154853,64,1467,88.87,111.0,106,3823.1,165582,848,1505.7,30.0,8967,9,2018
251,251,2018-09-11,2083,3674,16.6,30310,39752,706,706,-4.1,-5.5,1.4,163490,41,2001,83.95,81.0,90,3172.6,173369,862,1543.2,29.4,10118,9,2018
252,252,2018-09-12,2713,3801,12.8,29357,39052,694,694,-12.4,-12.6,0.2,168414,69,1595,93.34,132.0,132,3252.0,177910,592,1583.0,24.0,8987,9,2018
253,253,2018-09-13,2733,3793,11.8,29211,36781,641,641,-2.5,-2.7,0.3,168114,69,1696,92.42,124.0,160,3768.8,176483,611,1586.9,18.7,8821,9,2018
254,254,2018-09-14,2808,3767,11.6,28731,36196,598,598,19.1,18.8,0.3,165796,70,1187,99.41,140.0,161,3874.2,176002,644,1557.5,20.0,8642,9,2018
255,255,2018-09-15,2837,3874,14.8,26678,28827,608,608,0.7,-0.1,0.9,172356,84,2260,101.39,157.0,118,3865.1,182020,1168,1589.0,27.7,9881,9,2018
256,256,2018-09-16,3087,3862,15.2,28423,35893,586,586,1.6,1.3,0.4,170595,87,1763,102.65,159.0,109,3793.2,181773,744,1609.0,32.3,9041,9,2018
257,257,2018-09-17,2837,3794,12.1,25787,36113,540,537,-3.1,-3.2,0.1,165246,86,1222,89.84,174.0,97,3822.4,177299,501,1563.7,13.6,8939,9,2018
258,258,2018-09-18,2855,3823,11.3,25821,32688,545,545,-0.8,1.2,-2.0,168252,86,1213,79.75,153.0,132,3882.8,179785,826,1542.4,22.6,9496,9,2018
259,259,2018-09-19,2899,3887,13.5,25010,31496,515,519,-6.9,-6.9,1.33e-15,174682,82,1494,96.83,147.0,185,3926.4,181427,898,1547.1,26.1,9346,9,2018
260,260,2018-09-20,2935,3926,13.3,25471,32421,526,526,-0.9,-1.3,0.3,173385,80,1727,87.18,139.0,202,3887.8,182528,764,1558.3,31.5,9272,9,2018
261,261,2018-09-21,2926,3888,12.5,28092,31733,526,528,-0.8,-4.7,3.9,171296,78,656,87.41,131.0,173,3750.6,181883,900,1556.7,14.6,8641,9,2018
262,262,2018-09-22,2759,3751,11.1,28987,33881,497,497,-1.4,-2.3,0.9,163200,69,951,76.51,132.0,234,3503.7,177755,650,1452.7,7.5,8514,9,2018
263,263,2018-09-23,2511,3504,11.6,28976,40286,535,535,-4.6,-5.1,0.4,156168,69,1129,89.68,121.0,202,3342.3,170040,546,1390.8,14.6,9169,9,2018
264,264,2018-09-24,2402,3342,8.5,29754,41551,578,578,-0.9,3.2,-4.0,149479,69,1213,92.76,117.0,108,3484.9,157248,440,1420.4,7.5,9265,9,2018
265,265,2018-09-25,2538,3485,16.5,27109,40683,611,611,-1.1,-0.9,-0.2,158146,69,2593,93.71,126.0,77,3584.0,166825,1003,1496.2,28.8,11069,9,2018
266,266,2018-09-26,2551,3495,15.9,26966,38253,609,609,-5.8,-5.8,0.1,161700,69,1919,96.97,130.0,76,3625.2,169834,922,1553.4,25.8,9110,9,2018
267,267,2018-09-27,2698,3625,17.3,26095,38035,575,574,-4.7,-4.5,-0.1,162776,75,2653,95.63,164.0,57,3675.1,171186,1361,1566.3,28.3,9020,9,2018
268,268,2018-09-28,2729,3675,12.1,25915,36982,580,580,0.3,-0.1,0.4,164805,80,2328,98.8,169.0,41,3714.5,171487,1326,1580.8,32.8,9793,9,2018
269,269,2018-09-29,2767,3714,17.3,28141,35536,559,559,-0.3,-0.8,0.6,163292,79,2798,95.31,184.0,44,3729.9,173282,791,1582.7,32.2,9443,9,2018
270,270,2018-09-30,2799,3730,11.7,27203,35415,537,537,-3.0,-2.4,-0.6,166192,79,2008,94.69,175.0,40,3663.5,173517,1183,1572.4,31.5,8832,9,2018
271,271,2018-10-01,2735,3661,11.0,28111,34383,536,536,-7.6,-7.1,-0.6,160586,79,1538,102.76,159.0,41,3312.2,170100,612,1511.0,35.4,9045,10,2018
272,272,2018-10-02,2813,3758,19.2,27806,32516,521,521,3.1,3.2,-1.35e-14,164861,79,3482,100.28,184.0,53,3309.3,176034,1595,1513.5,31.6,9652,10,2018
273,273,2018-10-03,2791,3720,14.2,25017,33570,481,481,-2.2,-2.2,-0.1,160967,79,1956,103.04,170.0,52,3437.5,172144,1507,1492.5,37.5,9085,10,2018
274,274,2018-10-04,2892,3803,18.5,25507,31453,509,509,-2.2,-2.5,0.2,167101,80,2574,99.11,182.0,49,3449.8,178317,457,1541.7,22.5,8915,10,2018
275,275,2018-10-05,2753,3813,20.8,26218,32232,502,502,-0.1,-1.2,1.1,165588,75,2287,95.04,207.0,179,3606.5,177018,1775,1527.1,34.5,10097,10,2018
276,276,2018-10-06,2847,3828,20.2,27299,31901,491,491,-0.2,-0.9,0.6,165473,72,3392,90.84,218.0,87,3366.3,175316,583,1497.0,43.4,8462,10,2018
277,277,2018-10-07,2828,3803,24.0,26862,31625,493,493,-8.5,-8.8,0.3,167371,71,2409,99.89,211.0,80,3804.5,175063,1314,1494.7,33.0,9770,10,2018
278,278,2018-10-08,2788,3710,11.8,28348,34212,465,465,-8.6,-9.0,0.3,161377,69,1705,104.48,200.0,75,3860.2,171588,597,1478.0,23.6,11869,10,2018
279,279,2018-10-09,2867,3825,26.5,27145,32571,487,487,3.1,1.4,1.7,166998,69,3693,105.08,219.0,52,3667.8,178259,2670,1497.3,30.0,9615,10,2018
280,280,2018-10-10,2858,3822,27.6,25763,33154,492,492,2.4,0.5,1.9,168623,64,2831,104.08,215.0,61,3827.4,178288,2600,1506.5,33.3,10197,10,2018
281,281,2018-10-11,2908,3826,31.1,25504,31824,465,465,5.7,4.2,1.6,167789,64,2607,99.52,213.0,54,3256.2,180427,1907,1513.5,40.9,10002,10,2018
282,282,2018-10-12,2877,3723,20.4,25898,32728,435,418,-2.3,-4.0,1.7,163469,69,1461,100.25,213.0,84,3336.6,174211,1524,1465.4,12.9,8336,10,2018
283,283,2018-10-13,2875,3735,14.4,22875,32024,451,451,-2.2,-4.2,2.0,166442,78,1367,107.01,164.0,76,3726.5,177852,1085,1491.1,10.6,7790,10,2018
284,284,2018-10-14,2870,3726,17.3,24581,32864,447,428,0.9,-8.8,9.6,164010,87,1009,104.72,120.0,63,3613.6,177000,1608,1518.1,15.5,8818,10,2018
285,285,2018-10-15,2820,3614,11.1,25456,33513,416,399,-3.9,-6.7,2.7,157079,86,1677,95.73,107.0,70,3710.4,172195,1709,1482.1,19.1,7182,10,2018
286,286,2018-10-16,2927,3710,18.2,23745,32890,412,412,-3.0,-7.0,4.0,166125,84,917,100.4,147.0,41,3699.7,179459,1107,1541.9,17.5,8102,10,2018
287,287,2018-10-17,2917,3700,22.3,22381,32897,403,406,-2.9,-4.9,1.9,164642,85,1543,92.8,169.0,58,3651.4,178224,2164,1527.5,27.0,7983,10,2018
288,288,2018-10-18,2900,3652,28.2,22785,34535,385,385,-4.9,-6.6,1.8,161059,85,1958,87.84,158.0,38,3503.6,173658,2555,1527.4,19.7,9031,10,2018
289,289,2018-10-19,2790,3503,12.4,25626,35054,361,361,-5.0,-6.5,1.1,154408,74,618,100.63,137.0,44,3464.4,166030,623,1454.2,8.5,8882,10,2018
290,290,2018-10-20,2766,3465,11.6,25066,34829,360,360,-2.4,-4.9,2.5,151771,74,490,109.97,124.0,35,3567.6,164575,520,1443.1,-5.1,8301,10,2018
291,291,2018-10-21,2820,3568,12.0,25619,34703,385,385,-2.1,-4.0,2.1,159648,74,1959,111.19,128.0,60,3534.9,170201,339,1465.3,11.9,7752,10,2018
292,292,2018-10-22,2785,3534,23.4,24899,37406,366,366,-8.4,-8.0,-0.5,154605,74,1554,106.6,144.0,73,3626.7,167180,2080,1452.9,20.4,8173,10,2018
293,293,2018-10-23,2833,3627,26.9,25576,38027,408,408,7.3,7.4,-0.1,161828,86,2002,112.94,154.0,44,3669.2,174133,1653,1528.0,21.4,8793,10,2018
294,294,2018-10-24,2921,3669,24.8,25425,35855,399,383,2.9,3.0,0.0,163377,94,2189,111.17,139.0,39,3666.2,177021,1019,1545.9,26.3,8241,10,2018
295,295,2018-10-25,2857,3666,11.8,24593,33758,376,376,-3.1,-3.1,-0.1,161952,96,2264,103.25,188.0,51,3674.3,174757,-21,1532.8,28.3,8976,10,2018
296,296,2018-10-26,2871,3675,16.4,25804,33169,364,364,-1.2,-1.6,0.4,163773,97,1927,98.68,190.0,63,3650.1,175907,1009,1516.2,26.8,9966,10,2018
297,297,2018-10-27,2864,3649,11.7,26475,34231,340,325,0.9,1.0,-1.85e-14,163311,96,1703,106.62,194.0,98,3620.7,174942,1673,1514.5,22.1,8712,10,2018
298,298,2018-10-28,2829,3621,7.2,27145,36562,345,345,-1.8,-2.3,0.4,161847,96,1780,113.69,159.0,86,3483.2,172136,1681,1498.9,15.0,8424,10,2018
299,299,2018-10-29,2719,3482,10.1,26651,37085,316,316,-4.5,-4.6,0.1,152733,97,550,116.84,144.0,99,3563.0,165797,566,1448.9,11.5,9062,10,2018
300,300,2018-10-30,2762,3563,11.8,27495,38226,344,344,-5.2,-5.5,0.2,159658,98,781,111.76,158.0,96,3579.7,172036,159,1481.8,29.2,10456,10,2018
301,301,2018-10-31,2738,3580,12.2,30960,34378,368,368,-5.4,-6.0,0.8,160863,97,1498,115.73,194.0,76,3620.9,172609,757,1455.3,23.8,9249,10,2018
302,302,2018-11-01,2796,3622,13.1,27050,34127,353,353,5.2,5.0,0.3,161961,96,836,107.33,188.0,86,3317.4,174096,174,1440.9,24.6,9114,11,2018
303,303,2018-11-02,2817,3571,11.2,27019,34374,320,320,-1.8,-2.6,0.8,159384,93,1076,96.36,163.0,69,3093.0,172086,1155,1454.8,25.8,8970,11,2018
