,Unnamed: 0,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW),month,year
1298,1411,2022-03-10,3224,4134,9.89,30284,35917,337,337,-3.9,-3.9,0.1,179717,131,773,248.42,77.0,106,2816.7,204800,150,1803.6,-0.1,10914,3,2022
1299,1412,2022-03-11,3257,4174,13.31,28454,37122,339,339,-6.0,-5.9,-1.15e-14,180414,131,1132,251.07,78.0,98,2435.3,205818,1065,1830.5,-3.2,9630,3,2022
1300,1413,2022-03-12,3245,4151,13.77,28804,39142,342,342,-7.7,-7.8,0.1,180135,135,568,250.77,79.0,75,2479.8,203611,300,1848.6,-1.4,9138,3,2022
1301,1414,2022-03-13,3168,4053,8.38,27579,39054,314,314,-5.7,-5.8,-5.77e-15,170486,136,653,258.92,78.0,85,4053.3,197088,358,1827.8,-5.1,9628,3,2022
1302,1415,2022-03-14,3278,4219,9.99,25879,37857,352,352,-7.7,-7.7,0.1,181961,135,867,261.71,74.0,105,4056.4,207602,300,1898.0,-6.7,9719,3,2022
1303,1416,2022-03-17,3311,4358,24.19,28249,39109,439,439,-2.5,-2.5,-1.69e-14,182544,135,1009,259.41,71.0,122,4132.8,212480,630,1969.7,5.5,11198,3,2022
1304,1417,2022-03-18,3038,4046,7.7,27989,43051,374,374,-4.5,-4.4,1.15e-14,160094,135,384,257.13,74.0,146,4174.3,195458,300,1861.8,-27.8,10317,3,2022
1305,1418,2022-03-19,3046,4101,6.14,27139,38679,367,367,-3.3,-3.4,1.15e-14,174150,135,516,253.76,74.0,203,4150.3,201413,354,1897.3,-26.6,8963,3,2022
1306,1419,2022-03-20,3103,4153,10.16,26889,40234,377,377,0.6,0.5,-2.31e-14,174173,135,274,234.38,73.0,197,4053.3,200170,0,1878.1,-3.1,9747,3,2022
1307,1420,2022-03-21,3254,4320,24.37,27572,37194,420,420,-7.0,-7.0,1.69e-14,183863,135,2133,247.68,73.0,153,4320.2,209512,1305,1942.3,5.4,9357,3,2022
1308,1421,2022-03-22,3289,4338,35.31,27727,36992,421,421,-7.4,-7.5,1.69e-14,185273,135,1871,227.17,72.0,147,4338.0,209272,250,1926.2,10.1,11214,3,2022
1309,1422,2022-03-23,3333,4344,40.16,25321,34939,404,404,-7.5,-7.7,1.07e-14,186140,135,1562,236.63,73.0,133,4344.0,208663,300,1932.4,8.9,10963,3,2022
1310,1423,2022-03-24,3370,4330,47.12,26622,35369,379,380,-6.3,-6.2,0.1,182046,135,2531,232.98,65.0,116,4329.2,206022,1460,1951.3,13.9,10193,3,2022
1311,1424,2022-03-25,3384,4312,68.86,24881,33839,394,394,-6.2,-6.2,0.1,182528,116,4060,237.06,64.0,74,4311.7,208395,1814,1931.6,8.0,10304,3,2022
1312,1425,2022-03-26,3350,4271,37.09,23472,32221,371,371,-7.4,-7.4,-1.15e-14,182795,112,2023,248.27,71.0,65,4269.9,208317,777,1954.1,3.8,10525,3,2022
1313,1426,2022-03-27,3283,4191,9.93,23167,33661,338,338,-5.3,-5.3,-1.13e-14,173238,112,662,252.46,73.0,99,4191.3,202046,251,1899.1,-15.3,9211,3,2022
1314,1427,2022-03-28,3365,4330,13.69,23440,34526,358,358,-8.7,-8.8,-2e-14,183330,112,1413,264.9,75.0,142,4329.5,210126,1108,1963.0,-12.2,10692,3,2022
1315,1428,2022-03-29,3384,4430,38.48,24281,32916,396,396,-6.7,-6.7,-1.13e-14,186172,111,1998,267.3,73.0,160,4430.5,210872,461,1961.4,11.7,11087,3,2022
1316,1429,2022-03-30,3427,4437,37.12,23721,33121,401,401,-4.7,-4.7,-0.1,185904,112,3057,260.25,75.0,137,4438.1,210423,1585,1972.4,6.8,10586,3,2022
1317,1430,2022-03-31,3435,4462,42.82,24306,30393,416,416,-4.6,-4.8,-2.66e-15,185730,112,3451,268.11,75.0,117,4456.4,210683,2356,1969.9,7.1,9977,3,2022
1318,1431,2022-04-01,3452,4440,9.85,24321,28828,390,390,1.0,1.1,-0.1,187119,112,810,262.84,79.0,119,3726.2,210625,494,1978.3,-8.9,9029,4,2022
1319,1432,2022-04-02,3414,4377,13.7,26746,31186,383,383,-1.7,-1.5,-2.49e-14,183384,111,1666,260.81,79.0,111,3826.9,207613,1000,1935.6,-0.6,10312,4,2022
1320,1433,2022-04-03,3286,4238,17.19,26506,32026,397,397,-6.2,-6.3,-1.07e-14,179052,112,1680,263.2,78.0,91,4079.3,201624,1051,1881.2,-1.4,10469,4,2022
1321,1434,2022-04-04,3408,4397,20.05,24344,30631,449,449,-7.1,-7.2,0.0,188903,110,1702,266.08,78.0,85,4398.0,211637,1658,1964.7,-7.6,10082,4,2022
