Date,Punjab,Haryana,Rajasthan,Delhi,UP,Uttarakhand,HP,J&K,Chandigarh,Chhattisgarh,Gujarat,MP,Maharashtra,Goa,DD,DNH,Essarsteel,AndhraPradesh,Telangana,Karnataka,Kerala,TamilNadu,Pondy,Bihar,DVC,Jharkhand,Odisha,WestBengal,Sikkim,ArunachalPradesh,Assam,Manipur,Meghalaya,Mizoram,Nagaland,Tripura,Railways_NR,DNHDDPDCL,AMNSIL,BALCO,Railways_ER,Ladakh,NR,WR,SR,ER,4469.4
09-04-2021,122.4,130,214.5,79.5,331.8,38.7,29.1,51.9,3.4,108.5,409.5,238.1,556,12.5,7.7,19.4,18.2,217.8,258.4,271.9,87.9,372.7,9.5,109.3,71.6,28.1,93.8,183.2,0.9,2.1,27.6,2.5,5.4,1.6,2,4.3,,,,,,,,,,,
10-04-2021,129,129.4,214.2,76.9,332.7,39.1,29.1,51.3,3.3,106.2,405.2,233.1,538.3,12.3,7.6,18.6,18.2,213.1,252.3,273,87.7,372.8,9.1,111,70.6,29.9,96,180.4,0.8,1.9,26.6,2.5,5,1.5,2,5.1,,,,,,,,,,,
11-04-2021,121.1,117.6,208.6,75.5,327.5,35.7,24.5,49.4,3.2,106.6,391.8,225.5,516.6,10.3,6.8,18.7,18.9,213.9,245,259.9,79.5,351.5,8.5,109.1,71.3,29.8,96.2,179,0.8,1.8,24.6,2.4,4.7,1.5,1.9,5,,,,,,,,,,,
05-06-2023,178.9,177.6,253.2,110,494.5,47.4,29.1,51.7,5.5,104.6,430.8,251.7,559.5,16,,,,235,193.3,257.9,92.1,378.2,10,144.2,75.7,36.6,124.5,232.4,2,2.9,43.2,2.6,4.7,1.8,2.8,,4,28.9,18.8,12.4,0.2,,,,,,
06-06-2023,177.3,179.8,251,113.7,503.9,47.9,29.5,51.5,5.3,105.9,440.5,256,597.6,16.2,,,,244.4,203.4,262,91.3,371.5,9.6,145.1,76.2,36.4,129.3,237.6,1.5,2.9,46.3,2.3,4.4,1.8,3,,3.9,29.8,17.1,12.3,0,,,,,,
07-06-2023,174.2,189.1,264.5,116.1,519.4,48.8,30.4,46.8,5.5,107.2,450.2,253.8,604.1,16.4,,,,245.6,204.5,263.3,87.4,353.9,10.1,146.2,76.6,37.3,133.8,238.4,1.4,3.1,47.6,2.1,4.7,1.9,3,,3.9,29.8,17,12.3,0.1,,,,,,
08-06-2023,188.5,200.2,287.8,121.2,527.8,50.2,31.8,50.5,5.7,111.1,460,253.7,601.2,17.1,,,,242.1,203.2,264.8,82.2,380.9,10.6,148.5,75.9,38.2,132.1,243.1,1.5,2.9,47.4,2.2,4.5,1.9,3,,3.9,29.7,17.2,12.4,0.2,,,,,,
09-06-2023,208.8,208.3,295.8,126.4,535.9,51.7,32.6,50.1,6.1,111.7,462.3,251.2,626.3,16,,,,249.8,204.5,256.1,80.5,389,11.1,145.7,78.1,37.3,133.1,218.9,1.5,2.9,40.7,2.3,4.7,1.8,2.9,,4.1,29.5,17.1,12.4,0.2,,,,,,
10-06-2023,204.2,199.6,309.3,126.2,542.4,52.8,31.7,49.4,6.2,111.2,455.5,257.6,614.4,14.5,,,,244.6,197.1,238.5,77.8,382.7,11,146,79.2,37.7,136.6,198.9,1.5,2.9,38.6,2.3,4.9,1.6,2.8,,4,29.8,17.6,12.4,0.1,,,,,,
11-06-2023,175.2,182.2,304,119.1,531.5,48.6,27.7,50.7,5.5,109.2,416.5,253,585.6,13.5,,,,241.6,188.4,221.5,72.7,352.4,10.4,144.3,78,37.6,122.7,205.8,1.1,2.5,33.3,2.2,5.6,1.8,2.6,,3.9,28.6,18.7,12.4,0.1,,,,,,
05-07-2021,301.7,243.4,275.7,127.5,482.5,46.6,29,44.4,7.3,85.4,382.8,229.7,514,11.2,7.2,19.1,17.1,171.9,219.9,196.4,72.1,300.4,7.6,124.5,63,27.5,105.9,167.1,2,2.2,34.3,2.7,6.2,1.6,2.4,4.7,,,,,,,,,,,
06-07-2021,300.7,255.4,283.4,134.7,505.3,48.4,29.5,46.9,7.7,93.8,392.9,233.1,521.5,12.5,7.6,18.9,17.9,179.8,216,200.2,73.1,322.1,8.3,126.3,63.1,28.8,107.4,176.9,2,2.3,36.5,2.6,5.8,1.6,2.4,5,,,,,,,,,,,
07-07-2021,292.9,266.2,294.7,142.3,514.5,48.9,31.8,42.6,8.3,96.4,406.5,238.6,520.5,12.1,7.5,19.2,18.6,182.5,211.4,194.8,75.6,323.1,8.5,122.9,64,30.2,104.5,172.1,2,2.4,35.8,2.7,5.8,1.4,2.5,4.5,,,,,,,,,,,
08-07-2021,293,265,298.9,141.9,490.2,48,30.3,47.7,8.4,79.5,408.2,227.3,487.2,11.8,7.6,19.6,20.2,174.3,173.1,191.6,74.9,322.8,9.1,116.8,62.5,28.5,98.7,165.5,1.7,2.4,36.4,2.5,5.4,1.6,2.5,5,,,,,,,,,,,
09-07-2021,289.4,257.5,298.5,135.9,480.2,48.5,30.2,46.4,7.7,91.7,410.4,223.7,453.6,11.8,7.5,19.4,18.2,170.3,183.9,185.9,73,307.8,8.2,120.2,65.3,28.8,102.2,173.5,1.8,2.5,38.3,2.7,5.5,1.7,2.5,5.3,,,,,,,,,,,
10-07-2021,289.4,265.9,296.4,135,503.5,49.7,29.5,45.5,7.5,96.9,392.7,229.9,440,11.3,7.7,19.4,18.6,166.2,180,171.8,61.8,290.9,8.2,126.8,67.1,29.8,102.5,177.4,1.6,2.3,36.1,2.5,5.6,1.6,2.4,5.1,,,,,,,,,,,
11-07-2021,287.5,245.3,276.1,131.8,472.6,43,26.1,44.5,6.6,98.7,352.7,218.6,423.5,10.1,6.9,18.9,19.4,161.3,165.4,152.5,56.5,264.1,7.3,121.5,64.5,28.9,104.7,170.1,1.4,2.4,35.7,2.5,5.4,1.6,2.5,4.7,,,,,,,,,,,
05-08-2019,284.4,205.8,220.9,126.4,403,45.1,29.9,41.9,6.5,81.1,322.7,157.7,386.3,10,7.6,18.6,5.1,169.3,152.5,191.5,72.8,347.2,9.5,107.8,65.5,23.4,81,177.9,1.2,2.2,34,2.6,5.8,2,2.2,5.6,,,,,,,,,,,
06-08-2019,271.4,210.4,218.1,122.3,364.9,44.2,29.9,41,6,77.9,321.8,154.9,382.6,10,7.5,18.6,5.5,179.4,150.4,183.5,72.7,336.3,9.5,101.6,64,22.6,79.7,161.8,1,2.1,30.9,2.3,5.6,1.7,2,5.2,,,,,,,,,,,
07-08-2019,270,199.5,201.3,119.6,377.9,42.2,25,43,5.6,79,305.1,157.1,367.1,10.5,6.7,17.3,6.7,175.1,147.3,172.9,65.4,317.2,8.7,83.7,65.3,21.5,80.6,144.9,0.8,2.2,26.8,2.4,5.9,1.4,2.1,4.3,,,,,,,,,,,
08-08-2019,291.7,214.9,218.1,130.2,368.4,43.9,28.1,44.1,6.5,82.5,331.7,160.3,392.3,11.6,7.2,18.2,6.1,182.5,155.9,188.5,69.2,336.8,8.9,78.9,65.3,23.5,84,164.1,1,2.5,27.6,2.3,5.6,1.7,2.3,4.5,,,,,,,,,,,
09-08-2019,268.9,207.9,225.8,113.4,325.6,41.9,28.2,40.8,6,83.4,340.4,165.3,402.8,11.6,7.6,18.6,5.6,188.4,164.2,195.2,68.6,338.4,8.3,69.9,65.5,23.2,85.1,170.8,1.3,2.3,28.7,2.5,6,1.8,2.3,4.6,,,,,,,,,,,
10-08-2019,262.6,210.1,239.7,127.8,318.3,43.9,29.8,42,5.9,87.3,344.5,174.2,403.7,11.6,7.6,18.7,9.1,185.9,166.6,188.8,66.1,327.8,8.2,76.5,65,22.8,89.5,168.6,1.1,2.2,27.1,2.6,6.4,1.7,2.2,4.6,,,,,,,,,,,
11-08-2019,244.6,214.6,242.6,135.5,313.4,40.3,29,42.4,5.5,91.8,354.4,180.9,403.8,11.6,7.6,18.7,7.2,187.1,163.8,190,67.2,327.2,8.1,59.2,64.7,22.6,88.3,164.9,1.2,2.3,27.2,2.4,5.3,1.7,2.2,4.5,,,,,,,,,,,
05-09-2022,311.1,248.7,299.3,131.8,510.9,46.3,32.1,47,6.9,108.1,405.9,221.3,475.9,12.3,,,16.6,208,226.8,168.6,74.2,290.8,8.9,129.6,71.6,32.7,131.4,194.9,1.6,2.2,37.8,2.8,5.9,1.6,2.6,5.3,,27.6,,,,,,,,,
06-09-2022,296.3,250.2,306.3,133.2,525.4,47.7,33.8,48.7,6.9,113.8,414.5,225.6,484.5,12.6,,,15,205.9,223.4,163.7,70.9,304.9,9,131.3,71.5,32.1,131.3,190.4,1.6,2.2,40.4,2.7,5.8,1.6,2.6,5.8,,28.1,,,,,,,,,
07-09-2022,308.7,256.8,312.6,134.1,532.6,48.5,34.6,49.3,6.9,113.8,422.2,238.1,480.5,12.4,,,14.9,196.7,214.9,161.5,67.9,298.6,8.8,131.2,74.7,34.9,128.7,194.8,1.6,2.2,41.2,2.7,5.7,1.7,2.7,5.5,,28.4,,,,,,,,,
08-09-2022,306.2,256,321.2,136.8,532,48.3,35.8,51.8,7,116.9,425.6,238.5,470.2,12.7,,,14.2,180.4,195,162.4,60.5,290.8,8.9,129.7,73.2,31.6,127.5,192.3,1.7,2.3,42.7,2.7,5.7,1.6,2.8,5.9,,26.9,,,,,,,,,
09-09-2022,306.1,257.9,328.9,139,534.1,49,36.3,52.2,7.1,117.7,395.7,246.4,445.8,12.8,,,14.7,178.9,179.7,162.4,64.7,295.9,9,132.6,73.9,32,125.6,200.2,1.7,2.2,42.7,2.8,6,1.6,2.9,4.9,,27.2,,,,,,,,,
10-09-2022,305.9,250.6,326.6,133.8,537.8,47,34.7,50.1,6.6,116.7,380.8,243.8,456.7,12.5,,,14,171.3,163,155.1,66.6,299.8,9.1,131.4,74.1,34,122.1,190.6,1.5,2.3,41.2,2.7,6,1.7,2.8,4.6,,27.3,,,,,,,,,
11-09-2022,299.5,232.7,309.7,125.2,522.1,44.2,31.1,46.5,6.1,108.9,339.4,239.4,446.2,11.8,,,13.6,167.5,146.5,132.3,64.9,279.3,8.5,124.8,72.7,32.3,122.6,162.6,1.1,2.3,40.1,2.6,6.1,1.3,2.4,4.6,,27,,,,,,,,,
05-10-2020,189.9,167.2,240.2,90.3,368.1,38.3,29.5,46.2,4.2,80.9,361.1,218.2,428.6,9.6,7.1,18.1,17.4,164.6,195.8,165.7,68.2,302.5,7.3,107,63.3,27.9,91.4,158.1,1.2,1.9,32,2.7,5.9,1.5,2.4,4.8,,,,,,,,,,,
06-10-2020,185,169.4,245.4,89.1,335.4,38.1,29.9,47,4.1,81.7,364.6,219,438.1,9.7,7.4,18.4,18.1,173.4,199.5,176.3,69.9,327.2,8,109.2,64,29.1,89.4,159.5,1.2,2,31.5,2.9,6,1.6,2.5,4.7,,,,,,,,,,,
07-10-2020,179.5,172.1,246.6,90.8,394.1,39,30.8,47.5,4.2,80.1,364.3,218.3,446.3,9.7,7.6,18.5,18.3,172.9,179.1,180.5,71,327,7.8,112.8,63.3,28.6,90.7,160.3,1.3,2.2,33,2.8,6.1,1.7,2.6,5.1,,,,,,,,,,,
08-10-2020,156,171,244.8,90.1,390.2,38.4,31,48.4,4.2,82.4,369.2,222.6,448.2,9.9,4.9,18.6,18,178.9,174.9,185.9,70.1,310.9,7.9,113.4,65.1,29.4,89.9,164,1.3,2.2,34.4,2.7,5.9,1.6,2.5,5,,,,,,,,,,,
09-10-2020,157.1,169.1,249.1,89.4,385,37.9,30.2,48.6,4.2,84.3,372.2,224.9,448.6,10.2,7.5,18.4,18.1,179,178,185.9,68,307.1,8.1,113.5,65.7,28.7,92.1,171.6,1.3,2.1,35.8,2.8,5.9,1.5,2.5,5.4,,,,,,,,,,,
10-10-2020,169.1,167.9,243.1,86.7,378.7,38,29.8,47,4,85.3,370.6,227.4,438.2,9.8,7.6,18.1,18.2,166.3,169.8,159.4,68.1,297.1,7.9,113.8,65.1,28.3,92.5,172.3,1.3,2.2,36,2.7,5.8,1.6,2.5,5.3,,,,,,,,,,,
11-10-2020,179,157.1,229.6,81.6,365.3,34.3,27.5,45.3,3.5,84.5,361.2,226,396.7,8.4,6.9,18.3,18.1,145.7,143.1,133.2,60.7,267,7.3,112.9,66.5,29.6,91.6,162.6,1,2.3,34.2,2.8,5.7,1.5,2.5,4.9,,,,,,,,,,,
05-11-2018,117.6,115,219.7,65.4,304,35.1,27.8,39.4,3.2,85.8,334.4,269.6,477.2,10.7,7.2,15.7,10.3,192.2,202.5,210.3,70.6,254.2,6.6,79.3,60.7,23.8,90.1,145,1.2,2,22.7,2.4,5.3,1.9,2.1,3.6,,,,,,,,,,,
06-11-2018,111.7,111.6,215.4,63,300.2,34,26.4,40.2,3.1,88.9,310.1,265,471.6,9.7,6.8,15,9.8,194.7,204.5,214.8,70.2,216.9,5.3,79.1,65.1,25.4,93.1,147,1.2,2,23.4,2.1,5.3,1.7,2.1,5.2,,,,,,,,,,,
07-11-2018,97.3,96.3,199.4,53.9,293.9,26.8,19.5,37.9,2.7,81.3,258.4,253.7,413.7,9.7,3.7,9.5,11.2,184.9,190.9,205.4,70.1,221.4,5.6,82.9,64.5,25,93.4,121.2,1,2,22.3,2.5,5.3,1.4,2,5.3,,,,,,,,,,,
08-11-2018,84.9,87.3,192.7,50.4,263.7,25.5,17.4,35.6,2.7,72.5,224.1,241,401.6,9.4,2.9,8.5,11.8,187.2,189.4,197.2,70.9,251.1,6.4,76.4,62.8,25.4,92.2,130.5,1,2.2,23.6,2.3,5.3,1.6,2.1,4.1,,,,,,,,,,,
09-11-2018,98.2,93.8,205.1,55.3,259.9,28.5,21.9,38.5,3,75.3,239.3,247.5,409.5,9.4,4,11.3,11.5,194.2,192.4,210.8,70.9,272.9,6.8,75.2,63.1,25.2,91.1,114.8,1,2.1,24.6,2.5,5.4,1.5,2.3,3.8,,,,,,,,,,,
10-11-2018,111.4,103.7,215.8,57.3,260.7,29.8,25.3,41.8,2.9,75.5,257.6,252.9,419.7,9.4,5.4,13.2,12.7,190.6,190.6,215.5,70.3,283.3,7,72.9,61.7,24.2,96.5,105.8,1.1,2.1,24.2,2.5,5.1,1.8,2.2,3.7,,,,,,,,,,,
11-11-2018,106.8,103.4,218.1,55.5,263.3,31,25.3,42.5,2.9,76,268.5,257.8,426.6,9.8,6,13.7,11.1,191.6,187.2,206.8,64.7,274.5,6.4,72.9,63,24.2,92.7,105.5,1.5,2.1,23.3,2.5,5.2,1.7,2.1,3.4,,,,,,,,,,,
05-12-2022,135.9,133,297.8,65.3,296.7,37,33.2,57.2,3.4,87,378.5,308.2,547.1,13,,,17.6,193.6,180.3,224.3,76,287.1,7.9,77.6,67.8,29.7,100.8,114.4,1.7,2.2,25.1,2.9,6.9,1.8,2.3,3.7,,26.8,,,,,,,,,
06-12-2022,140.3,137.6,305.6,67.1,301.7,38,34.4,57.7,3.4,88.1,389.6,310.2,554.6,12.6,,,17.2,189.4,183.4,224.2,77.7,297.4,8.1,79.7,68.7,27.4,94.9,120.6,1.8,2.2,25.2,3,6.9,1.9,2.4,3.7,,27.7,,,,,,,,,
07-12-2022,141.9,138.9,302.7,67.4,302.8,37.2,34.9,58.1,3.5,89.6,389.1,307.3,546.4,12.5,,,18,183.1,183.6,219.6,75.8,283.1,7,78.1,69.6,26.3,90.5,121.6,1.8,2.4,26.1,3.1,7,1.8,2.3,3.7,,27.7,,,,,,,,,
08-12-2022,141.9,138.9,302.7,67.4,302.8,37.2,34.9,58.1,3.5,89.6,389.1,307.3,546.4,12.5,,,18,183.1,183.6,219.6,75.8,283.1,7,78.1,69.6,26.3,90.5,121.6,1.8,2.4,26.1,3.1,7,1.8,2.3,3.7,,27.7,,,,,,,,,
09-12-2022,145,140.2,308.5,68.6,308,38.8,34.3,58.1,3.6,90.9,384.4,309.3,521.8,12.3,,,17.4,170,184.7,214.5,74.1,252.1,6.5,80,70.3,27.3,91.5,119.6,1.9,2.4,26.5,3.1,7.1,1.8,2.3,3.7,,27.2,,,,,,,,,
10-12-2022,144.1,141.1,301.3,64.5,307.4,38.8,34.3,57.1,3.5,90.6,381.1,311.1,521.6,12.3,,,17.7,149.5,178.1,193.6,71,236.3,6.3,80.2,71.1,27.3,93.1,119.3,1.7,2.4,26.1,3.2,7.1,1.9,2.3,3.6,,27,,,,,,,,,
11-12-2022,139.1,127.5,300.8,62.8,301.1,35.8,30.7,56.5,3.2,91.9,368.5,308.4,513.4,12.4,,,17.4,147.4,170.8,152.3,64,239.5,7,81.7,69.1,28.4,95.3,113.4,1.4,2.3,24.1,3.1,6.8,1.9,2.2,3.6,,26.1,,,,,,,,,
06-01-2020,108.2,125.7,240.7,73.8,294,40.4,30.8,52,4.6,75.2,318.9,238.3,422.9,12.7,6.9,18.6,5.3,161.9,201,213.2,73.7,290.7,7.2,80.1,62.1,24.6,64.2,106.4,2,2.1,22.6,2.6,6.3,1.8,2.2,3.3,,,,,,,,,,,
07-01-2020,112,124.7,242.6,74.5,292.3,40.3,31.3,49.9,4.7,75.8,324.5,242.4,437.2,11,7.3,18.9,6.5,161.3,209.3,215.4,74.4,291.7,7.4,79.7,64.3,24.2,66,109.1,2.1,2.2,22.4,2.6,6.4,1.7,2.2,3.5,,,,,,,,,,,
08-01-2020,112.6,120.2,239,74.7,269.2,40.1,27.9,51.9,4.7,74.2,320.9,227.7,436.9,10.4,7.3,18.9,5.9,166.8,209.4,216.7,66.7,298.3,6.9,79.5,63.6,25.6,64.6,106.8,2.1,2.1,22,2.6,6.5,1.8,2.2,3.9,,,,,,,,,,,
09-01-2020,113.5,126.5,231.5,77.5,276.6,38,28.8,53.8,4.7,69.7,317.8,231.1,428.4,13.5,7.2,19,5.8,168.6,212.1,225.6,73,298.3,6.4,70.5,62.8,23.9,65.2,109.6,2,2.2,23,2.7,6.4,1.8,2.3,3.4,,,,,,,,,,,
10-01-2020,113,129.7,243.4,79.7,295.1,40.1,30.2,53.2,4.6,67.7,313.9,236.6,427,13.4,6.3,17.6,5.8,171.5,210.3,226.8,73.4,298.5,7.3,80.2,64.9,24.4,65.4,110.9,2,2.2,22.4,2.7,6.5,1.6,2.2,4.1,,,,,,,,,,,
11-01-2020,111.8,128.5,237.6,72.7,288.3,40.7,30.3,52.5,4.4,72.9,327.6,239.8,434.1,13.6,7.3,18.6,5.8,171.3,212.3,222.3,70.9,298.1,7.2,79.9,64.4,24.6,65.2,110,2,2.4,23.1,2.7,6.3,1.6,2.4,3.6,,,,,,,,,,,
12-01-2020,103.6,114.1,240.4,69.3,288,37.2,28.4,47.6,4,74.7,326.9,243.1,425.1,12.2,6.9,18.8,5.8,170.8,210.1,207.3,63.2,279.3,6.7,82.1,64.7,24,65,103.3,1.7,2.3,21.6,2.6,6.4,1.5,2.3,3.5,,,,,,,,,,,
06-02-2023,144.9,142.4,293.9,67.4,320.5,40.9,33.1,59.7,3.6,108.8,378.9,298.2,565,14,,,,214,233.8,265.1,78.6,297.8,8.4,90,73.8,27.4,100.3,144.5,1.9,2.4,26.5,3.1,7.2,2,2.2,,,28,16.4,12.3,,,,,,,
07-02-2023,146.8,146.5,296.5,69.4,326.5,41.4,33,60.2,3.6,110,384.6,301.5,572.5,14.3,,,,217.2,234.1,269,78.8,307.4,8.5,89.9,74.7,26.9,99.4,144.9,1.9,2.4,25.9,3.1,7.2,2.1,2.1,,,28.8,16.8,12.3,,,,,,,
08-02-2023,150.7,148.6,298.3,70,327.7,42.2,34.5,61.4,3.6,112,384.5,307.4,574.8,13,,,,219,236.9,271.9,79.7,316.8,8.6,89.1,75.1,27.3,113.3,149.5,1.5,2.7,25.9,3.1,7.2,2.1,2,,,28.9,15.8,12.3,,,,,,,
09-02-2023,153.2,148.4,301.4,67.6,328.8,41.8,33.5,60.9,3.6,112.6,389.9,307.5,573.4,13.6,,,,219.7,235.1,271.9,81.3,317.3,8.7,88.1,75,28,110.8,148.9,1.8,2.8,26.5,3.1,7.3,2,2,,,28.8,17.8,12.3,,,,,,,
10-02-2023,151.2,146.3,305.9,68.6,329.6,41.1,33.7,54.2,3.6,111.5,388.1,308.6,549.1,13.9,,,,219.8,250.8,271.5,81.3,318.5,8.7,89.9,73.9,28.1,100.3,147.8,1.9,2.8,27,3.1,7.2,2.1,2.1,,,28.7,18.4,12.3,,,,,,,
11-02-2023,145.2,143.1,300.1,65.6,328.9,40.2,33.7,61.8,3.4,111.8,389.9,308.4,541.7,14.1,,,,216.8,258.8,269.4,79.2,323.7,8.9,88.5,74.4,27.1,103.7,149.5,1.7,2.8,25.9,3,7,2.1,2.1,,,28.5,18.3,12.4,,,,,,,
12-02-2023,147.9,127.9,303.6,64.3,308.5,36.7,31.6,59.6,3.3,112.2,376,305.1,526.4,12.8,,,,218.8,270.4,251.1,72.1,288.4,8.2,84.3,74.1,28.1,110.6,144,1.6,2.5,25.5,2.9,6.7,1.9,2.1,,,26.8,17.7,12.4,,,,,,,
06-03-2023,153,143.1,273,68.2,337.7,37.7,32.2,55.2,3.3,120.8,390.4,252.4,562.8,13.1,,,,229.7,296.9,283.6,84.9,343.9,8.8,93.4,75.9,28,108.9,167.8,1.7,2.8,26.8,2.8,6.2,1.7,2.2,,,28,16.4,12.4,,,,,,,
07-03-2023,163,138.4,236,65.3,339.5,36.5,31.4,57.2,3.3,117.2,351.9,226.6,454,12.3,,,,231.2,288.8,280.4,86.3,354.9,8.8,91.7,75,29.4,111.5,153.3,1.7,2.6,27.2,2.7,6.6,1.8,2.9,,,26.9,17.4,12.4,,,,,,,
08-03-2023,167,113,232.9,51.2,322.9,26.5,22.4,55,2.8,97.8,301.6,216.2,504.9,11.9,,,,222.1,286.6,278.9,85.8,345.3,8.2,81.6,65.6,26.5,108.4,143.1,1.2,2.2,24.4,2.6,6.4,1.6,2.3,,,18.2,17.9,12.4,,,,,,,
09-03-2023,148,118.4,249,61,297.5,31.2,30.3,52.9,3.2,105.8,345.2,215.5,550.6,13,,,,223.8,291.9,281.6,87.7,347.1,8.7,85.6,69,25.8,109.9,152.3,1.5,2.4,26.8,2.6,6.3,1.7,2.2,,,22.2,17.6,12.4,,,,,,,
10-03-2023,153.7,138.1,262.9,69.9,321.8,36.7,31.5,55.8,3.4,114.1,390.6,237.9,566.6,13.5,,,,226.1,291.9,288.7,88.4,362.3,9.3,90.2,69.6,27.7,108.7,157,1.6,2.5,28.6,2.7,6.5,1.7,2.3,,,27.7,18.3,12.4,,,,,,,
11-03-2023,163,144.2,267.9,68.1,331.9,38.5,31.5,54.6,3.3,116.6,401.2,246.8,574.1,13.1,,,,222.7,288.4,284.3,87.4,358,9.2,92.9,70.4,25.6,114.8,154.2,1.3,2.6,28.3,2.7,6.6,1.8,2.3,,,28.7,17.8,12.4,,,,,,,
12-03-2023,152.7,132.4,265.7,65.5,334.7,37.3,29.7,52.5,3.1,118.5,391.7,246.2,560.3,12.1,,,,223.2,290.8,261.3,81.6,330.5,8.5,96.4,71.8,27.1,122.6,154.8,0.6,2.2,27.6,2.6,6.6,1.8,2.3,,,28,17.6,12.4,,,,,,,
06-05-2019,150.1,156.6,223.1,106.7,380.9,48.5,26.7,46.4,4.9,96.3,373.2,208.7,497.2,10.7,7,18.4,5.7,196.6,169.7,236.2,84.4,349.6,8.9,88.1,64.2,25.3,66.7,164,1.2,1.9,23,2.3,5.6,1.7,2,4.6,,,,,,,,,,,
07-05-2019,156.9,165.3,230.6,110.7,395.5,43,27.4,45,4.9,95.4,379.4,209.7,504.1,10.7,7.3,18.5,5,196.5,174.8,226.9,86.1,343.7,8.7,92.8,65.9,26.7,74,183.5,1.1,1.9,23.9,2.4,5,1.8,2,4.9,,,,,,,,,,,
08-05-2019,169.9,169.2,239.3,114.5,408.6,43.6,28.4,45.8,5.1,95.2,373.5,210.6,501.8,10.7,6,18.5,4.7,195.6,174.5,220.8,84,330.9,8.4,98.6,66.8,26.7,80.3,194.5,1.1,2.1,24.5,2.6,5.3,1.6,2.3,4.5,,,,,,,,,,,
09-05-2019,168.9,170.7,242,117.1,419.6,43.8,28,47.2,5.4,97,376.2,213.5,496.2,10.7,7.2,18.3,4.9,201.7,172.5,228.3,83.1,332.9,8.1,100.3,67.9,27.5,82.2,194.6,1.4,2.2,23.1,2.6,5.5,1.6,2.3,4.9,,,,,,,,,,,
10-05-2019,152.1,162.2,241.7,117.5,432.3,42.1,28.5,46.4,5.3,95.4,374.2,217.3,492.4,10.7,7.3,18.1,4.7,205,175,236.2,83.6,342.2,8.7,105.7,66.8,27.4,83.3,198.5,1.3,2.1,23.4,2.5,5.7,1.8,2.1,5.1,,,,,,,,,,,
11-05-2019,152,162,227.1,110.5,424.5,43,28.6,43.4,4.7,95,370.7,213.2,491.6,10.7,7.3,18.2,4.9,199.1,167,232.3,84.6,352.7,8.9,106.1,68.3,26.8,87.7,191.8,1.3,2.2,24.4,2.5,5.2,1.6,2.3,5.1,,,,,,,,,,,
12-05-2019,162.4,158.8,205,99.6,414.8,40.7,25.8,46.5,4.7,94.1,364.2,206.1,479.3,11.2,7.1,17.9,4.8,194.3,154.8,214.9,78.8,326.3,8.5,105.7,67.7,28.9,83.5,176.8,0.9,1.8,23.3,2.6,4.9,1.7,2,4.4,,,,,,,,,,,
06-06-2022,220.6,207.4,310.3,135,518,50.1,34.1,47,7,107.4,443.6,263.6,577.7,14.1,,,16.3,184.4,180.6,185.4,79.6,338.4,9.1,124.6,76.2,33.2,125.8,189.8,1.6,2.4,33.7,2.7,5.1,1.8,2.6,5.4,,27.9,,,,,,,,,
07-06-2022,226.2,215.8,318.8,138.3,532.9,51.9,35.6,51.9,7.6,109.3,446.8,263.9,591.5,14.4,,,16.6,201.8,188.5,195.6,78.8,337.3,8.8,127.4,74.6,33.2,126.5,194.2,1.6,2.5,37.8,2.7,5.6,1.8,2.4,5.2,,28.4,,,,,,,,,
08-06-2022,232.6,218.3,315.9,139.5,533.3,52.9,36.1,52.4,7.4,106,443.9,264.6,589.4,14.2,,,16.5,214.3,192.2,195.1,78.4,348.2,9.2,131.9,76.8,31.4,128.5,194.6,1.6,2.6,38.2,2.7,5.4,1.7,2.5,5.2,,28.3,,,,,,,,,
09-06-2022,234,219.7,323.8,142.4,537,52.2,36.2,51.5,7.5,111.5,452.1,264.1,543.4,14.2,,,17.7,223.5,188.1,202.8,79.5,359.8,10.1,120.9,76.4,32.5,140,185.8,1.5,2.6,35.8,2.7,5.4,1.7,2.5,4.9,,28.6,,,,,,,,,
10-06-2022,237.6,221,322.1,145.4,532.6,51.9,36.2,49.3,7.6,108,450.8,261.6,546.7,12.8,,,19.4,225.1,196.9,210.6,79.3,365.2,10.3,128.5,74.5,32.5,136.2,174.4,1.5,2.3,36.1,2.7,5.6,1.7,2.4,5,,28.5,,,,,,,,,
11-06-2022,241.3,220.4,322.3,139.6,530.7,51.1,35.5,54,7.2,106,445.3,249.9,520.2,12.3,,,17.5,221.2,190.1,208.5,76.7,365.5,10.3,127.1,74.6,33.4,129.6,177.9,1.6,2.3,36.3,2.6,5.2,1.9,2.8,5.2,,28.5,,,,,,,,,
12-06-2022,233.2,210.2,310.3,135.6,531.9,49.5,32.4,55.1,6.6,102.2,403.3,229.2,489,11.2,,,19.2,219.8,179.4,194.3,68.7,337,9.8,121.1,75.2,33.8,124.8,178.2,1.1,2.6,32.1,2.7,4.9,1.8,2.8,4.5,,26.5,,,,,,,,,
06-08-2018,254.8,170.8,235.1,105.7,324.2,34.5,24.9,40.7,4.9,96.1,344.1,185.4,446,11.6,7.4,17.9,11.1,181.6,209.1,183.2,64.9,309.6,7.5,80.9,66.8,22,98.2,156.9,1,2.2,33.3,2.2,5.6,1.4,2.2,4.7,,,,,,,,,,,
