,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW)
438,3/17/2019,2751,3593,11.5,26089,36390,278,278,0.8,0.6,-1.15E-14,158909,91,1198,134.62,81,140,3464.9,173103,1063,1475,-1.6,9053
439,3/18/2019,2687,3464,10.9,27939,36822,260,260,-2.6,-2.7,0.2,132864,92,521,140.84,87,95,3565.1,165254,622,1449.9,-4,8732
440,3/19/2019,2802,3564,12.1,27609,36695,278,278,-3.5,-3.6,-0.1,158901,85,1048,133.35,83,73,3660,173623,1024,1463.1,7.3,9469
441,3/20/2019,2860,3659,12.7,25515,34535,301,301,0.7,0.8,-0.3,160326,86,943,135.55,80,86,3613.7,176222,977,1514.6,-1.3,9847
442,3/21/2019,2849,3603,11.8,25636,35435,296,296,4,4.3,-0.4,154598,85,606,128.02,95,96,3268.2,173711,599,1506.6,-5.8,8178
443,3/22/2019,2510,3268,12.6,26127,34412,280,281,-10.5,-10.4,1.15E-14,139207,85,506,135.55,85,89,3412.9,157461,589,1352.6,-5.8,9054
444,3/23/2019,2638,3412,11.1,26562,36080,286,286,-5.3,-5.9,0.4,151988,86,817,134.46,89,86,3546.8,165660,901,1425.2,-1.8,10227
445,3/24/2019,2760,3547,12.3,27662,35215,287,287,-2.6,-2.2,-0.5,157039,86,1115,130.92,88,90,3515.8,170855,1132,1496.5,7.9,9455
446,3/25/2019,2750,3516,11.8,28127,34406,274,274,-5.1,-4.9,-0.3,149743,88,749,132.11,91,84,3643.7,166958,755,1484.8,8.2,8496
447,3/26/2019,2853,3644,11.2,27182,33631,291,291,-9.2,-9.3,0.1,159338,91,839,106.12,94,93,3676.6,175155,632,1525.9,1.3,9389
448,3/27/2019,2852,3678,13.4,26740,33951,307,307,2.1,1.1,0.9,159827,91,856,140.68,93,95,3717.5,174958,648,1514.6,1.7,8143
449,3/28/2019,2899,3716,13.2,27928,31855,307,307,2.2,2.7,-0.5,161030,91,790,137.73,91,76,3733.9,175892,703,1539.3,-3.89E-16,9569
450,3/29/2019,2933,3735,14.1,29018,32218,308,308,-4.5,-4.1,-0.4,162163,91,785,139.14,90,79,3792.1,177152,649,1540.8,-0.9,7860
451,3/30/2019,2970,3791,15.6,29188,30977,333,333,-3.7,-3.3,-0.3,163922,88,579,132.24,90,88,3796.2,179230,608,1547.1,3.5,8567
452,3/31/2019,3009,3796,12.5,28532,29825,351,351,-1.2,-1.5,-2.66E-15,161460,88,42,134.34,91,109,3590.8,178995,620,1530.3,-2.8,9234
453,4/1/2019,2722,3591,20.1,27099,30325,324,324,-2.7,-2.3,-0.5,149361,87,1239,138.15,89,128,3407.2,169191,708,1450.7,-5.9,8616
454,4/2/2019,2781,3652,14.5,28352,31925,350,350,-1.5,-3.4,1.8,159864,88,819,138.36,86,89,3341.7,175342,718,1496,-8.9,7763
455,4/3/2019,2895,3760,14.1,28638,29437,353,353,-1.4,-0.9,-0.3,166915,88,1065,134.13,87,75,3417.7,178547,694,1550,4.1,9408
456,4/4/2019,2935,3827,15.2,28373,28459,367,367,-2.1,-2.4,0.4,170010,89,816,134.66,96,81,3850.8,181229,686,1554.7,3.3,8167
457,4/5/2019,2977,3851,13.6,28702,30269,342,342,-1.5,-0.7,-0.6,168519,88,1006,134.19,99,92,3711.3,181917,756,1564.3,6.7,9685
458,4/6/2019,2910,3816,14.3,25596,31194,338,338,1,1.5,-0.5,166179,88,648,132.95,94,125,4028.5,180265,656,1547.3,-0.9,8141
459,4/7/2019,2854,3727,14.2,27531,32574,338,338,-2.9,3.3,-6.2,157739,87,752,137.68,93,112,3898.1,174979,783,1531.5,-14.2,7522
460,4/8/2019,2628,3483,13.8,27436,31439,327,327,-2.8,-2.8,0.1,150735,88,930,129.59,84,123,3486.6,168104,658,1417.2,-17.8,8164
461,4/9/2019,2869,3660,14.2,25989,30293,346,346,1.4,1.6,-0.2,162802,88,793,133.16,87,117,3745.3,175582,704,1499.8,-4.1,7860
462,4/10/2019,2825,3731,13,25735,32194,343,343,1.4,2.2,-0.8,160935,87,768,132.71,93,143,3337,175622,617,1520,-3.9,7785
463,4/11/2019,2848,3774,11.1,25484,32494,370,370,-1.8,-1.5,-0.4,166985,86,862,136.7,100,103,3092.6,178736,829,1564.9,-3.2,8154
464,4/12/2019,2807,3801,11.6,23350,33094,426,426,2.3,2,0.2,165516,87,816,148.19,99,101,3212.6,179236,583,1591.5,-9.7,8461
465,4/13/2019,2901,3838,11.5,24546,31368,387,387,0.1,0.4,-0.3,167303,81,697,137.22,96,97,3809.1,181180,682,1606.8,-5.6,9819
466,4/14/2019,2880,3808,12.8,25181,31406,376,376,5.5,6.6,-1.1,165416,85,745,138.07,93,112,3688.6,179668,735,1566.4,2.4,8282
467,4/15/2019,2790,3688,12.6,25857,30138,362,362,-3,-2.9,8.55E-15,158670,87,637,136.15,93,93,3787,174655,617,1539.5,-4.3,7784
468,4/16/2019,2836,3787,12.7,23048,31583,362,362,-1.3,-1.2,1.28E-14,164933,94,680,131.03,91,149,3580.7,181819,658,1577.1,-6.2,9380
469,4/17/2019,2657,3580,12,24621,36439,378,378,-5.2,-5.3,2.83E-15,153924,92,643,123.75,83,122,3397.1,173267,614,1502,-15.1,9592
470,4/18/2019,2512,3397,16.7,25977,36569,384,384,-4.1,-3.8,-0.3,151080,95,870,125.6,84,106,3455,162452,669,1445.7,-12.4,7613
471,4/19/2019,2588,3454,12.5,25451,35753,355,355,-3.6,-2,-1.4,154338,96,670,142.36,81,88,3511.4,168119,703,1491.1,1.1,8026
472,4/20/2019,2651,3511,11.6,25897,37024,338,338,-0.5,0.7,-1.3,155955,96,620,139.83,81,95,3585.8,167683,626,1504.7,0.5,9000
473,4/21/2019,2702,3586,14.2,26372,36478,348,348,-0.2,0.1,-0.3,157452,96,975,142.28,86,93,3484.2,170966,902,1513.1,-2.9,8685
474,4/22/2019,2618,3484,16,27576,34809,337,337,-2.1,-0.5,-1.5,148714,94,634,141.74,83,101,3675.1,169588,560,1467.5,-9.2,7945
475,4/23/2019,2771,3674,13.5,28643,32164,371,371,-0.5,-1.1,0.4,161524,92,669,140.06,81,110,3717.1,175891,628,1501.4,-2.7,8146
476,4/24/2019,2793,3717,10.9,27348,32244,396,396,-3.7,-3.9,-0.1,163247,92,544,140.74,77,119,3821.2,177444,534,1523.2,2.9,8518
477,4/25/2019,2855,3821,10.1,26089,30544,423,423,-3.1,-2.6,-0.6,167029,90,922,141.18,86,120,3935.8,181197,729,1578.1,-1.7,8789
478,4/26/2019,2962,3935,13.4,25959,28373,453,454,4.6,5,-0.4,172093,92,618,144.29,89,104,3967.3,184936,606,1623.9,2.7,7772
479,4/27/2019,2960,3977,12.7,25840,28163,467,467,2.8,2.8,0.1,172194,91,766,138.46,89,103,3937.1,187132,835,1640.7,3.8,8417
480,4/28/2019,2958,3936,14.7,26071,27987,462,462,-0.6,-0.9,0.2,170585,93,797,133.01,88,108,3804.1,186324,741,1631.9,-0.6,8789
481,4/29/2019,2842,3804,13.7,25028,27177,443,443,4.9,5.6,-0.5,161917,94,994,135.19,80,106,3954.6,181166,931,1572.6,-6.2,7907
482,4/30/2019,2920,3955,14.4,23933,27198,447,447,-5.6,-5,-0.6,170137,96,962,129.52,82,167,3948.5,186747,927,1647.2,4.5,8432
483,5/1/2019,2823,3949,14.9,24648,29539,443,443,-3.2,-3.4,0.1,169560,96,708,130.53,73,263,3370.9,186915,666,1623.1,2.5,8521
484,5/2/2019,2624,3743,17.1,26108,33384,446,446,-0.3,0.9,-1.4,159275,96,706,121.12,71,246,3421.7,177033,705,1549,3.2,9191
485,5/3/2019,2619,3794,13.4,26494,33363,474,474,-3.1,-3.1,0.2,160738,96,684,135.08,72,264,3490.3,180213,571,1545.4,2,8251
486,5/4/2019,2538,3693,12.8,28146,36773,450,450,3.7,3.5,0.3,157003,96,760,144.17,78,271,3815.8,179636,631,1513.4,-1,12456
487,5/5/2019,2577,3712,17.9,27119,36589,472,472,-2.9,-2.9,-0.2,161276,96,1502,141.21,74,242,3648.4,177576,771,1558.3,0.1,8674
488,5/6/2019,2627,3649,17.5,27195,32324,468,468,-3.1,-2.7,-0.4,156904,97,757,138.85,76,147,4092.5,175026,789,1556.9,-7.7,8241
489,5/7/2019,2793,3857,13.3,26145,28494,492,492,-2,-1.5,-0.4,168273,96,778,147.1,79,158,3807,183487,782,1599.2,-9,9628
490,5/8/2019,2792,3932,12.3,26428,30170,454,454,-3.2,-3.9,0.6,167419,95,548,141.28,73,273,3807,185080,552,1593.6,-5.9,8243
491,5/9/2019,2340,3970,13.4,27694,32055,449,216,-3,-3,-0.1,170102,166,652,110.4,1032,310,3754.2,186402,1233,1586.7,-2.1,9017
492,5/11/2019,2902,4025,16.2,27378,31390,519,519,13.1,12.4,0.6,165062,96,665,138.79,83,183,3147.4,187744,1609,1655.4,-0.6,8240
493,5/12/2019,2859,3978,12.5,28218,30696,509,509,4.3,4.5,-0.2,169843,96,1108,133.46,84,186,3251.7,186736,725,1633,3.1,8631
494,5/13/2019,2773,3825,14.4,28599,29617,475,475,2.5,5.1,-2.6,160370,96,961,130.28,83,147,3884.4,178912,650,1547,4.8,8467
495,5/14/2019,2801,3885,19.2,29863,29471,452,452,-0.5,-0.6,0.1,159638,95,1094,133.48,79,202,3866.9,182014,853,1550.4,-3.9,9086
496,5/16/2019,2820,3878,13.9,29063,30590,453,454,-4.3,-4.5,0.4,164996,92,779,134.01,82,198,3892.2,182788,657,1565.7,-9.7,8556
497,5/17/2019,2885,3892,13.5,26283,26593,436,436,-4.8,-5,0.1,170473,91,1367,141.75,84,153,3874,184812,674,1581.3,-8.8,7974
498,5/18/2019,2835,3876,12.7,27523,29405,453,453,4,3.9,0.1,161298,94,858,134.91,78,170,3807.8,181488,683,1560.8,-0.9,9700
499,5/19/2019,2766,3806,14.6,27752,30902,479,479,-2.8,-3.1,0.3,167403,104,766,140.32,74,142,3772.4,180881,700,1546.7,4.8,8491
500,5/20/2019,2770,3773,12.2,30022,32039,469,469,1,0.8,0.4,161800,112,709,136.84,80,136,3970.7,175944,690,1566.7,-4.16E-16,8260
501,5/21/2019,2908,3971,16.5,27599,27892,514,514,-3.4,-3.3,-0.2,171717,113,1445,141.93,91,118,4053,189359,1350,1630.3,4.2,7882
502,5/22/2019,3005,4037,18,28402,27651,483,483,-0.8,-1.1,0.3,170734,115,1171,127.88,91,148,4051.2,190533,1088,1664.3,8.1,9854
503,5/23/2019,3003,4052,14,25808,28663,477,477,-5.6,-5.9,0.3,172135,115,971,138.88,86,144,4091.3,192155,1028,1661.3,10.2,9785
504,5/24/2019,2971,4091,14.4,26141,28108,510,510,-6,-6,2.58E-14,163196,115,637,133.87,90,170,3943.7,190297,844,1671.1,2.9,9685
505,5/25/2019,2860,3944,13.9,24533,28225,479,479,0.6,0.5,0.2,170006,116,1199,140.39,87,170,3918.2,186511,1350,1646.1,0.8,8455
506,5/26/2019,2850,3917,15,25194,28902,449,449,5.2,5.3,-0.1,166380,116,701,143,89,169,3836.4,184084,847,1636,2.7,10146
507,5/27/2019,2769,3837,13.8,25279,29200,431,431,-4,-4.2,0.2,162636,117,608,143.41,78,211,4025.2,180379,627,1588.8,8.4,9193
508,5/28/2019,2941,4025,14.1,25760,28146,464,464,-3.9,-3.9,-2.66E-15,172297,116,1102,145.6,81,183,4123.8,189177,1111,1658.8,8.3,8737
509,5/29/2019,3002,4124,13.1,25558,27049,451,451,-1,0,-1,173622,116,847,147.07,83,191,4128.6,192537,1127,1658.1,12.1,8888
510,5/30/2019,3061,4128,14.2,25312,26855,418,418,-0.9,-0.9,-7.11E-15,176381,116,998,138.85,85,184,4145,191935,1720,1683.9,12.6,9848
511,5/31/2019,3072,4146,13.6,24895,26325,437,437,4.6,4.7,-1.42E-14,174798,116,728,127.31,83,192,4111.9,192633,704,1675.9,9.2,9723
512,6/1/2019,2995,4112,16.8,22906,27975,458,458,-2.3,-1.8,-0.3,172945,110,1194,136.62,88,197,3256.5,191574,1221,1673.2,6.3,9738
513,6/2/2019,2878,4002,15.7,25480,28680,484,484,4.2,4.2,1.13E-14,174145,103,1249,131.11,92,228,3415.1,191994,862,1693.3,1.2,8240
514,6/3/2019,2803,3949,12.6,25306,27517,468,468,-3.4,-4.3,0.7,158180,104,1202,137.54,81,251,3505.6,184753,463,1607.3,-1.3,9737
515,6/4/2019,2732,3922,12.7,25700,27312,476,476,2.3,0.3,2.1,168594,104,697,127.65,66,312,3727.8,188860,629,1587.9,-1.4,8679
516,6/5/2019,2829,4029,11.9,29485,27312,502,502,-1.3,-1,-0.1,173097,92,1048,111.52,70,279,3857.1,189347,1362,1631.4,4.6,9025
517,6/6/2019,2987,4094,11.7,30886,23294,505,505,-3.2,-3.4,0.1,168244,83,1128,116.87,73,190,4020.2,189379,587,1667.9,8.6,8890
518,6/7/2019,2939,4020,12,30166,25530,501,501,-1.8,-2.5,0.7,162796,81,609,134.71,72,182,3699.3,189556,636,1643,-10,11228
519,6/8/2019,2879,3970,12.8,29219,26790,507,507,-2.9,-2.8,-0.4,168182,82,714,136.85,71,184,3699.3,188317,706,1626.8,-5.3,9102
520,6/9/2019,2910,4000,25.3,27497,26134,517,517,2.4,2.6,-0.2,169601,107,1781,123.19,77,162,3793.2,187091,2575,1668,3.5,8892
521,6/10/2019,2878,3951,16,27996,25852,491,491,-9.2,-9.2,-0.1,162236,113,898,135.64,73,164,3246.9,183932,921,1643.6,17.2,8922
522,6/11/2019,2924,4054,12.1,26901,25699,502,502,-6.2,-6.7,0.7,170272,114,867,136.33,80,187,3193.1,189882,1281,1714.7,9.4,9480
523,6/12/2019,2891,4124,11.3,28304,26359,493,493,-3.5,-3.7,0.1,175610,117,1181,138.3,76,267,3269.1,193066,1270,1703.1,-2.2,9436
524,6/13/2019,2751,3944,10.3,24510,30347,484,484,3.2,3.3,-0.1,155471,109,750,128.85,70,250,3897.7,188259,814,1659.6,-8.3,10636
525,6/14/2019,2684,3897,11.9,26006,31027,483,483,-1.2,-1.3,0.1,170789,117,999,113.81,70,308,4093.7,186408,1248,1600.9,8.9,9306
526,6/15/2019,2854,4094,13.9,25669,31102,479,479,3.3,3.7,-0.4,175492,96,699,134.46,77,287,4056.5,190579,1227,1698.9,12.5,9447
527,6/16/2019,2756,4056,15.2,26832,30527,481,481,4.8,4.8,-0.1,167164,116,865,141.48,68,351,3855,189226,1020,1670.1,11.1,10822
528,6/17/2019,2553,3849,17.6,28911,32409,501,501,-5.7,-7.6,1.9,160520,111,1090,142.53,64,366,3944.2,189759,700,1535.8,4.1,9532
529,6/18/2019,2596,3943,14.4,28835,31662,513,513,0.1,-0.7,0.6,160710,109,521,138.13,66,412,3841.7,185426,648,1558.8,-3.9,9865
530,6/19/2019,2618,3842,11.6,32195,34442,491,491,6.3,5.8,0.5,169139,108,613,133.36,69,332,3940.5,183860,834,1570.4,-7.6,11548
531,6/20/2019,2699,3940,13.5,31710,31292,486,486,5.6,5.2,0.5,169104,111,1167,135.57,68,324,3959.9,184912,786,1574,16.2,10956
532,6/21/2019,2754,3960,12.2,33656,30930,476,476,7.1,7,2.62E-14,165889,112,1128,130.62,75,292,3950.2,185525,1853,1596.9,2.4,9040
533,6/22/2019,2820,3994,12.1,29904,27689,486,486,1.5,1.1,0.5,171010,112,2218,116.09,84,238,3896.9,185349,2046,1638.3,15,9702
534,6/23/2019,2780,3897,12.3,30527,28059,463,463,-3.4,-3.4,0.1,166344,112,649,109.9,88,211,3755.5,183489,668,1592.3,4,9846
535,6/24/2019,2673,3756,11.3,31465,29708,472,472,3.7,3.6,0.1,157165,113,650,112.96,80,183,3874,178907,620,1561.8,8.4,9492
536,6/25/2019,2764,3874,14.7,30819,28053,504,504,7.1,7.4,-0.1,166910,113,807,115.18,78,154,3991,182883,760,1607.9,24,9678
537,6/26/2019,2835,3991,13.8,29499,27456,506,506,-0.9,-1.4,0.6,172404,112,1449,122.76,85,176,4011,184915,681,1638.1,20.8,10542
538,6/27/2019,2811,4010,15.5,28766,28499,511,511,4.3,4.1,0.1,171869,112,1093,116.45,85,244,4027.1,186366,1864,1655.5,7.9,9953
539,6/28/2019,2750,4027,14.4,29079,30452,504,504,4.1,4.1,0.1,173390,112,1208,127.03,81,328,4008.4,187939,2256,1626.7,12,10537
540,6/29/2019,2714,4009,14.7,29639,32599,509,509,4.9,4.9,-1.78E-14,172808,113,1333,121.25,79,376,3974,186221,1714,1599.8,2.8,8999
541,6/30/2019,2705,3973,21.4,31553,32741,504,504,-5.9,-5.7,-0.1,170208,113,2358,110.46,82,368,3811.5,184146,1592,1592.3,3.2,9111
542,7/1/2019,2571,3811,12.8,30707,33193,503,503,0.3,0.3,0.1,160157,113,1364,102.98,80,346,3338,177165,836,1535.2,1.6,8981
543,7/2/2019,2674,3903,15.2,31948,32036,524,524,-3.4,-3,-0.4,167249,112,1392,107.86,79,315,3297.8,183291,1106,1606.9,2.3,9546
544,7/3/2019,2645,3865,12.3,31340,31229,522,522,-6.7,-6.7,0.1,166357,108,652,111.65,84,295,3552.8,181665,626,1596.2,-0.2,8307
545,7/4/2019,2670,3904,12.4,32668,31269,531,549,-5.3,-5.3,-2.84E-14,170307,109,973,111.86,86,325,3483.7,183308,908,1578.9,0.8,9134
546,7/5/2019,2606,3899,11.9,32483,32744,532,532,-5.5,-5.7,0.1,164450,108,545,115.07,81,362,3932,184213,639,1567.5,4.5,10873
547,7/6/2019,2507,3807,11,32127,37264,532,532,-4.7,-4.7,0.2,163318,109,537,99.89,81,396,3970.4,179769,637,1554.1,6.7,8943
548,7/7/2019,2408,3700,12.3,33368,38244,515,515,2.3,1.7,0.6,160868,110,959,99.27,78,393,3562.1,174976,539,1533.5,7.3,7702
549,7/8/2019,2236,3562,17.6,36553,38614,546,546,-3.6,-3.9,0.4,154198,109,721,109.28,73,379,3562.1,167852,739,1429.6,11.6,9656
550,7/9/2019,2378,3761,14.7,35339,37529,568,568,3.6,3.8,-0.1,166082,110,751,119.32,68,401,3769.8,177459,731,1505,17.1,9788
551,7/10/2019,2353,3720,12.1,35609,39189,545,546,-2.4,-0.4,-1.8,163023,79,758,110.01,65,422,3231.7,177048,651,1505.2,14.3,9998
552,7/11/2019,2379,3752,19.9,35313,38502,549,549,-4.6,-4.8,0.3,162186,111,1198,118.62,63,414,3101.3,176947,1553,1547.3,18.2,9637
553,7/12/2019,2351,3734,18.4,33218,39579,565,565,4.5,4.4,0.1,163056,112,1533,111.97,62,427,3235.7,176825,1549,1521.2,13,9577
554,7/13/2019,2497,3810,14.5,35696,36079,582,582,8.4,8.8,-0.4,166164,112,2014,116.83,71,339,3815.9,181412,3505,1597.7,18.8,10738
555,7/14/2019,2492,3815,15.5,34073,40370,566,566,-5.5,-5.6,4.80E-14,164493,112,2609,123.27,70,351,3665.6,178780,729,1582.4,9.5,8521
556,7/15/2019,2324,3664,17.5,34227,38350,532,532,-2.7,-2.4,-0.4,157279,109,652,117.93,64,390,3763,175491,589,1493.6,6.6,7795
557,7/16/2019,2389,3762,17.7,32633,37580,543,543,2.2,1.7,0.5,161826,111,686,118.46,67,422,3749.5,179004,783,1515.3,5.8,9604
558,7/17/2019,2397,3750,12.9,32897,39246,558,558,-13.2,-13.4,0.2,163443,115,851,121.12,63,369,3810.3,176768,802,1556.9,8.2,10518
559,7/18/2019,2551,3810,11.7,32689,36839,537,537,-4.9,-4.5,-0.3,165847,118,1922,117.3,72,281,3884.1,179578,1770,1619.4,12,12014
560,7/20/2019,2696,3903,19.7,29692,33740,549,549,5.3,5.1,0.4,164844,118,2665,105.46,83,197,3871.1,181937,1342,1672.1,23.5,11845
561,7/21/2019,2694,3871,18.8,31263,33684,560,560,-0.6,-0.3,-0.3,167065,118,1579,103.98,80,177,3749,181413,2129,1660.9,17.1,10293
562,7/22/2019,2623,3749,12.1,30892,36496,549,549,-3.7,-3.7,-0.1,159508,118,1470,110.56,75,181,3928.5,175196,814,1620.6,11.4,8878
563,7/23/2019,2746,3928,17.8,28712,34510,572,572,3.2,3.2,-0.1,170695,118,2394,115.96,78,187,4007.7,184692,700,1695.6,22.4,10349
564,7/24/2019,2825,4007,34.3,24502,33786,555,555,26.9,26.4,0.4,172360,118,3502,112.64,80,197,3993.8,187794,2401,1740.5,32.2,10551
565,7/25/2019,2713,3994,11.9,26789,34119,548,548,1.2,1.4,-0.3,169556,118,736,109.34,77,306,3758.3,187767,1589,1727.9,7.1,10061
566,7/26/2019,2490,3757,10.5,29314,35227,523,523,1.9,1.2,0.6,163569,118,726,96.57,71,365,3640.8,176894,688,1596.9,-13.4,9243
567,7/27/2019,2353,3641,12.9,32274,38529,538,538,-3.2,-3.7,0.4,159356,118,701,77.54,74,370,3511.2,172075,610,1524.4,-6.2,8777
568,7/28/2019,2209,3511,12.2,35827,42357,515,515,2.2,2,0,156106,118,643,82.49,72,380,3377.9,165914,656,1421.7,0.3,8782
569,7/29/2019,2089,3378,10.3,35975,42099,536,536,-0.7,-0.8,0.1,149891,118,702,65.84,72,358,3543.4,161942,669,1406,-11.5,8366
570,7/30/2019,2221,3543,11.7,34355,42330,544,544,-4,-3.9,-0.2,161039,118,2126,81.11,70,353,3623.2,171177,986,1490.9,6.9,8331
571,7/31/2019,2349,3623,11.5,34475,43884,556,556,0.4,0.3,3.55E-15,161737,118,2210,84.52,74,333,3667.1,172561,733,1521.3,4.5,8472
572,8/1/2019,2354,3667,10.3,34205,43304,544,544,2.6,2.3,0.3,163144,118,1513,109.99,78,355,3392.9,174436,566,1548.5,3.8,9377
573,8/2/2019,2340,3701,12.8,34277,44878,572,572,0.4,0.4,3.38E-14,161960,118,1662,96.02,73,383,3309.5,174500,1002,1532.9,21.3,11180
574,8/3/2019,2277,3630,12.1,34511,44001,579,578,5.5,5.5,-0.2,160408,118,1473,75.48,77,373,3570,171228,494,1534.5,27.6,10479
575,8/4/2019,2241,3563,16.1,36306,47328,583,583,-1.4,-2,0.6,158478,118,2166,85.37,76,338,3660,167934,636,1518,12.8,9077
576,8/5/2019,2193,3487,15,36948,47383,564,564,0.2,-2.83E-15,-2.22E-14,154840,113,797,90.52,75,338,3970.5,164538,629,1499.9,6.6,9064
577,8/6/2019,2288,3705,13.3,35669,44696,609,609,-2,-2.2,0.1,162866,113,1692,98.49,76,381,4000.3,175152,1196,1535.4,18.1,9628
578,8/7/2019,2196,3610,11.2,35865,44437,610,610,-3.1,-3.1,-0.1,158310,113,687,89.55,76,380,3760.9,171881,644,1463.8,-1.7,8479
579,8/8/2019,2119,3495,12.9,35399,45282,614,614,-1.8,-2,0.2,158319,113,854,78.66,72,376,3760.9,169291,653,1425.9,-6.2,9268
580,8/9/2019,2186,3496,13,36603,46350,608,608,3.4,3.5,3.55E-15,157779,110,1160,74.72,75,331,3629.3,167502,623,1449.8,-2.1,10830
581,8/10/2019,2127,3499,10.2,34460,48520,600,600,-4,-4,0.1,157266,110,2159,84.57,77,374,3084.6,169429,683,1442.2,3.8,10115
582,8/11/2019,2127,3574,8.9,34775,48875,695,695,-4.2,-4.2,2.24E-14,160204,110,1751,93.08,77,413,3085.4,170108,847,1485.5,5.9,11851
583,8/12/2019,2165,3585,18.1,33949,48173,697,697,4.3,4.2,-0.1,154365,111,2128,106.61,69,332,3117.4,167307,729,1545.1,0.3,9701
584,8/13/2019,2336,3751,19.3,31431,44733,714,714,3.3,3.4,-0.1,162822,105,1423,111.52,78,270,3693,175979,745,1618.4,24.3,10862
585,8/14/2019,2318,3693,12.7,32085,44721,717,717,-6.5,-6.3,-0.2,161610,111,926,105.37,69,262,3639.3,174282,798,1607.2,-9.6,8864
586,8/15/2019,2262,3640,11.3,32274,45592,734,734,5.2,6,-0.7,160760,112,1516,103.96,63,272,3323.3,173290,650,1556.6,-4.9,7797
587,8/16/2019,1977,3322,11.6,33291,49857,722,722,-4.5,-4.7,0.3,141963,83,764,95.76,59,257,3502,160426,603,1398.9,1.6,8330
588,8/17/2019,2092,3503,10.4,35111,46799,744,744,-4.8,-4.9,0.1,157776,115,660,107.38,60,283,3431.9,167845,576,1482.6,5.6,8783
589,8/18/2019,2091,3431,9.3,35546,51517,758,758,-5,-5,0.2,152397,111,612,105.47,65,195,3274.7,164682,581,1505,-3.2,9140
590,8/19/2019,2065,3276,16.1,34301,51794,664,664,3.55E-15,0.2,-0.2,144969,114,2904,90.17,69,164,3494.6,155287,1511,1458.7,2.8,10164
591,8/20/2019,2246,3494,20.9,34681,47092,690,690,-8,-8.7,0.7,158011,114,1906,99.54,78,129,3642.9,168168,1219,1555.1,9.4,10268
592,8/21/2019,2308,3643,16.1,34146,46656,754,754,-12,-11.9,-0.2,162589,112,1485,113.71,76,172,3735.8,172026,653,1564.2,10.7,8758
593,8/22/2019,2284,3737,11.2,32492,45357,751,751,3.9,3.4,0.6,164156,113,1236,115.97,73,270,3726.6,175421,651,1570.9,4.9,8546
594,8/23/2019,2342,3727,12.3,33044,43509,726,726,5.2,5.5,-0.3,164146,113,1779,121.09,62,239,3768.8,175091,627,1567.3,1.6,7943
595,8/24/2019,2354,3769,12.2,33873,42585,727,727,-12,-11.9,-0.2,166587,114,1010,118.93,64,256,3690.4,177360,893,1555.3,2.5,10095
596,8/25/2019,2266,3691,12,33567,42361,729,729,-2.3,-3,0.6,160730,114,692,125.48,65,270,3537.1,173669,660,1506.7,2.8,7883
597,8/26/2019,2257,3537,11.5,33025,42879,630,630,-1.2,-1.1,-0.1,153652,113,640,121.72,64,242,3707.9,164307,635,1462.7,-10.5,8841
598,8/27/2019,2347,3708,13.2,33501,43226,700,700,-1.8,-1.7,0.2,166505,113,1241,117.83,71,239,3860.1,177435,1037,1582.4,1.3,8324
599,8/28/2019,2453,3859,20.8,30649,45296,733,733,-3.9,-4.3,0.4,169610,113,1979,125.97,80,230,3942,181954,1576,1643.6,6.3,10465
600,8/29/2019,2576,3942,18.9,31128,41696,747,747,-3.3,-3.3,-0.1,172053,113,2093,113.25,78,189,4003.8,184701,2506,1690.6,13.6,10506
601,8/30/2019,2621,4003,16.7,31838,38622,751,751,-2.1,-2.2,-1.78E-15,174132,113,1767,119.29,72,184,3986.6,187771,1239,1701.4,19.3,8524
602,8/31/2019,2604,3987,19.8,30280,39073,704,704,4.4,5.2,-0.6,172537,113,2608,119.28,73,224,3925.3,187195,1843,1665.3,15.5,8367
603,9/1/2019,2575,3925,22,31372,37718,706,706,-0.7,-0.6,-0.2,171436,114,2624,101.66,68,229,3386.1,183898,1440,1636.7,12.1,8594
604,9/2/2019,2367,3637,10.9,29610,40435,700,699,-1.2,-2.5,1.2,156531,114,1998,90.49,57,191,3288,173177,1271,1561,0.9,7734
605,9/3/2019,2379,3650,15.9,29749,42353,706,706,0.5,0.5,0.1,160590,114,3026,99.68,55,187,3533.4,176729,615,1578.1,6,8839
606,9/4/2019,2422,3752,18.3,29351,45109,716,716,4.5,4.5,0.1,165814,113,2468,92.79,59,219,3730.6,177236,640,1625.3,3.9,9768
607,9/5/2019,2398,3745,28.4,29666,46677,735,735,-2.7,-2.8,-0.1,166448,113,2768,93.76,65,233,4009.4,175999,2333,1637.7,-2.4,8273
608,9/6/2019,2353,3753,16.6,29098,46800,745,745,-2.4,-6.7,4.2,168846,113,1831,106.74,68,258,3942.6,177783,629,1642,4.3,8895
