,Date,coal_generation_(mw),energy_met_(mu),energy_shortage_(mu),generation_outage_central_sector_(mw),generation_outage_state_sector_(mw),hydro_generation_(mu),hydro_generation_(mw),import/export_actual_(mu),import/export_o/d/u/d_(mu),import/export_schedule_(mu),maximum_demand_-_evening_peak_(mw),nuclear_generation_(mw),peak_shortage_(mw),solar_generation_(mu),"thermal_lignite_gas,_naptha_&_diesel_generation_(mw)",wind_generation_(mu),Total_consumption,Max. Demand Met during the day (MW),Shortage during maximum Demand (MW),Drawal Schedule (MU),OD(+)/UD(-) (MU),Max OD (MW)
172,6/24/2018,2856,3822,18.4,28762,31235,450,452,-1.2,-1.3,0.1,164193,101,2248,74.22,141,240,3670.8,176297,775,1529.4,8,7969
173,6/25/2018,2664,3671,11.8,28863,31590,438,439,-3.8,-4.7,0.9,155956,101,739,90.65,125,286,3770.7,170071,1016,1452.9,-1.4,7435
174,6/26/2018,2713,3771,15.7,29035,31990,440,441,3.3,-1.1,4.2,161978,101,710,82.28,123,332,3714.5,174155,922,1470.3,19.3,8429
175,6/27/2018,2595,3715,10.5,29163,32444,444,445,3.9,3.2,0.5,161043,101,1288,83.43,123,378,3583.6,173275,672,1430.5,0.1,7500
176,6/28/2018,2535,3584,12.5,28849,33304,444,445,-4,-4.3,0.2,156632,104,886,70.08,120,340,3398.9,167306,632,1421.6,9.1,9609
177,6/29/2018,2400,3399,11,28780,36930,470,471,-1.1,-1.2,0.1,150169,106,1184,67.13,111,271,3449.6,160368,518,1410.3,4.4,8916
178,6/30/2018,2492,3450,10.2,29650,38003,484,485,-5.8,-4.4,-1.4,152739,106,1503,77.59,115,205,3540.5,164027,855,1481,10.6,9055
179,7/1/2018,2594,3541,12.5,29473,37790,510,511,-3.2,-3.6,0.4,157073,104,1732,88.84,114,157,3142.8,165740,1325,1556.5,12.8,7156
180,7/2/2018,2521,3466,13.4,31229,40308,496,498,1.7,-3.5,5.1,150642,99,848,80.38,115,176,3302,161846,701,1522.1,10.6,8234
181,7/3/2018,2483,3569,11.9,31327,38801,512,513,-4.3,-4.8,0.6,157632,98,990,89.02,122,289,3444.1,169389,854,1512.3,5.6,8526
182,7/4/2018,2368,3496,11.2,29387,40552,515,516,6.9,6,0.9,155959,98,1076,80.1,124,342,3390.3,166522,1206,1451.6,0.2,7037
183,7/5/2018,2319,3482,12.2,29049,44213,510,511,-0.5,-1.8,1.3,155365,99,1170,79.52,128,377,3627.8,165453,837,1470.6,-5.5,9952
184,7/6/2018,1910,3597,16.9,29294,42069,487,488,-7.7,-12.5,5,159538,72,650,84.48,103,344,3712.8,170100,685,1516.4,18.6,9128
185,7/7/2018,2592,3687,13.3,29014,41808,482,483,-0.7,-0.6,0.1,163340,100,2041,74.28,146,328,3738.1,172823,2151,1531.9,23.5,9778
186,7/8/2018,2628,3737,20.1,30223,41328,485,487,-2.4,-3.5,1.1,161483,101,2084,66.69,140,343,3708.7,172812,982,1536.2,19.1,9257
187,7/9/2018,2524,3644,15.8,31048,40711,489,490,-12.8,-12.8,-1.15E-14,154480,102,1111,68.94,135,354,3708.7,167969,1166,1501.2,14,8103
188,7/10/2018,2593,3750,20.4,30002,41440,517,516,2.1,1.7,0.5,161948,102,1667,65.07,138,364,3710.5,173609,973,1549.5,10.6,8657
189,7/11/2018,2636,3805,22.9,29017,40645,524,527,1.4,2.4,-0.9,164729,102,2089,58.88,137,286,3176,173896,1540,1555.3,16.7,8493
190,7/12/2018,2572,3720,11.9,29605,41143,519,520,-3.9,-4.7,0.9,160921,102,1417,57.54,127,405,3354.2,172585,983,1558.3,-1.5,7342
191,7/13/2018,2480,3643,12.2,29587,42269,526,532,7.2,7.4,-0.1,160680,102,1467,58.16,124,275,3562.6,171083,1652,1506.2,10.5,7678
192,7/14/2018,2430,3563,11.1,30133,42984,525,526,-4.6,-6.5,1.8,153667,103,1546,66.44,123,342,3481.1,167240,1652,1494.2,9,8991
193,7/15/2018,2389,3481,11.9,30209,43781,528,529,3.4,3.8,-0.4,154848,103,1486,61.2,111,317,3424.7,173756,1661,1493.7,16.2,9800
194,7/16/2018,2320,3425,13.7,29069,45156,522,524,-2.4,-2,-0.3,149308,103,1192,57.41,106,338,3507.5,159635,667,1461.2,5.6,8190
195,7/17/2018,2382,3508,15.1,29064,44064,526,529,1.3,0.4,0.8,155097,102,1479,58.74,111,350,3513.5,164334,785,1502,6.3,8461
196,7/18/2018,2352,3513,12.3,29693,43275,543,545,-9,-8.8,1.13E-14,159121,102,1573,71.9,118,343,3609.1,166237,619,1484.8,8,8323
197,7/19/2018,2447,3610,14.9,28857,43924,564,567,-7,-7,0.1,159086,101,1723,73.16,118,332,3653.5,169153,1048,1512.6,14.1,8783
198,7/20/2018,2467,3654,13.4,30392,43865,578,579,-0.9,-1.5,0.6,160207,101,1964,68.96,123,342,3638.8,171068,730,1519.4,17,7736
199,7/21/2018,2452,3639,13.7,30835,43215,564,566,2.1,1,1.1,158771,96,1141,58.44,122,373,3504,169963,1167,1483.6,6.8,8239
200,7/22/2018,2311,3504,17.3,30200,42340,556,558,-3,-0.8,-2,153186,95,850,65.95,107,387,3315.6,163471,542,1417.4,7.5,9457
201,7/23/2018,2106,3314,10.8,31490,46265,553,555,-5.8,-4.1,-1.7,144627,102,796,61.07,104,409,3481.8,155454,489,1325.4,-6.6,8574
202,7/24/2018,2268,3481,13.1,32358,44053,583,585,-2.7,-2.5,-0.2,155333,109,1674,62,106,381,3585.4,166107,736,1409.4,13.8,8050
203,7/25/2018,2370,3586,12.2,33264,42638,604,606,264.9,6.4,258.4,160248,113,1195,64.92,111,360,3553.4,169109,849,1457.2,22.9,7375
204,7/26/2018,2294,3555,11.2,33847,44316,591,592,6.5,-25.1,31.7,155519,110,809,75.24,114,403,3379.5,167596,576,1417.6,6.8,7660
205,7/27/2018,2129,3379,11.4,33677,44631,564,566,-4.5,-3.1,-1.3,151864,109,1334,62.74,106,435,3385.1,161475,660,1355.6,-0.2,8794
206,7/28/2018,2158,3385,12.2,35664,47411,576,579,0.3,0.7,-0.2,151732,115,1475,63.89,100,399,3439,160919,668,1380.7,14.8,9766
207,7/29/2018,2226,3439,12,32837,49293,574,576,-0.8,-0.4,-0.3,155719,114,1522,73.44,99,382,3447,163987,594,1431.7,18.8,8611
208,7/30/2018,2200,3436,11.9,31808,47719,578,585,4.4,5.3,-0.9,150947,118,1155,80.01,96,357,3605.7,171460,500,1452,17.6,9479
209,7/31/2018,2383,3607,13.4,31878,45528,621,623,2.9,3.3,-0.4,162034,119,1134,82.01,104,333,3690.9,172137,764,1522.4,11.8,8884
210,8/1/2018,2432,3691,10.7,30848,45200,591,592,-1.5,-3.4,2.1,163001,119,953,77.12,107,389,3251.8,173581,668,1511.5,7.9,7376
211,8/2/2018,2437,3688,9.7,32271,42790,578,578,-2.7,-2.8,0.3,162786,104,1030,79.83,103,416,3289.9,175387,565,1506.8,2,7624
212,8/3/2018,2502,3741,12.6,32504,39529,599,599,-7,-7.4,0.4,164565,79,1499,82.62,104,407,3461.1,175104,1007,1470.7,13.2,8545
213,8/4/2018,2536,3785,12.8,32288,38933,604,606,-1.8,-1.7,-0.1,166731,78,1528,82.42,116,397,3269.4,176294,1367,1491.8,11.4,8187
214,8/5/2018,2569,3833,12.4,33146,39568,602,604,4.8,4.8,7.11E-15,167129,78,1999,79.22,115,412,3583.1,177738,645,1500.7,19.4,7518
215,8/6/2018,2472,3722,11.3,32871,39646,579,580,-0.9,-2.22E-16,-0.8,158696,79,772,75.99,110,421,3700,171953,618,1456,15.8,7485
216,8/7/2018,2482,3749,12.5,34948,38781,582,583,-2.9,-3.6,0.6,164329,78,1251,75.75,108,445,3644.8,176138,823,1476.6,13.4,7061
217,8/8/2018,2567,3708,13.2,35109,41723,505,505,-3.9,-3.6,-0.1,160315,78,2420,65.42,111,400,3653.5,172935,671,1446.8,15.8,9524
218,8/9/2018,2587,3654,16.6,33841,39556,538,538,-4.6,-5.2,0.6,159417,78,2655,63.58,120,294,3653.5,172188,669,1469.9,22,10922
219,8/10/2018,2648,3743,13.7,34163,38226,561,562,5.2,5.1,0.2,164652,78,2691,74.35,113,304,3822.8,176092,856,1500.8,13.5,8763
220,8/11/2018,2673,3861,13.9,34533,38836,585,585,2.6,2.5,0.1,168280,79,1831,74.39,122,372,3063.7,179793,696,1514.7,11.6,9040
221,8/12/2018,2530,3779,10.8,33994,40146,589,590,0.7,-0.7,1.3,163661,78,1279,59.98,116,438,3367.7,176400,665,1473.3,7.6,7344
222,8/13/2018,2328,3562,10.6,32448,41621,587,587,5.7,4.8,0.8,156547,78,1476,56.99,110,421,3666.7,167108,623,1392.2,2.9,8396
223,8/14/2018,2445,3667,13,36709,43938,589,588,-5.5,-5.9,0.2,163588,78,1240,71.08,105,398,3754.8,172796,935,1433.5,12.7,10429
224,8/15/2018,2549,3754,11.7,32652,43993,553,628,0.2,0.6,-0.4,166332,78,1256,69.47,115,342,3510.3,175896,580,1499.8,25.6,10110
225,8/16/2018,2341,3510,11.4,31782,43661,515,604,-2.8,-3,0.2,146349,78,896,54.1,102,304,3537.9,167208,541,1438.8,6.7,11468
226,8/17/2018,2373,3539,11.7,30676,42111,640,640,-4.8,-4.6,-0.2,161828,78,1698,58.68,99,317,3625.2,169310,1140,1455.8,-2.4,9003
227,8/18/2018,2389,3625,14.1,31746,44341,661,661,7.9,6.5,1.6,161047,78,2536,73.12,100,352,3630.4,171162,681,1482.4,5.9,9006
228,8/19/2018,2453,3630,13,32940,44724,606,611,3.4,2.9,0.6,160739,78,2109,71.07,122,297,3511.9,169373,591,1475.6,13.6,9270
229,8/20/2018,2293,3513,12.1,32010,43764,657,657,1,1.1,-0.1,152629,78,1140,66.86,104,337,3568.6,162171,699,1429.5,9.6,8326
230,8/21/2018,2341,3569,13.2,31455,41722,667,672,-4.5,-4.7,0.2,161810,78,1586,57.1,107,320,3628.6,169500,707,1443.9,5,9269
231,8/22/2018,2386,3629,11.7,31194,43546,679,679,0.6,-1.1,1.7,164552,78,905,73.3,107,348,3704.3,171419,717,1462.7,4.3,8149
232,8/23/2018,2420,3704,8.9,31443,44269,688,688,1,1,0.1,162709,78,1069,82.8,110,348,3631.9,171808,1011,1511.9,17.8,10110
233,8/24/2018,2446,3756,8.9,32306,43806,701,702,60.3,34.4,25.9,164854,78,975,80.09,101,336,3635.6,185377,649,1536,23.2,10525
234,8/25/2018,2444,3635,12.9,31912,46951,654,654,-4,-3.9,-0.2,163504,74,1935,84.87,110,312,3607.6,171421,1043,1509.5,10.3,9026
235,8/26/2018,2387,3608,12.4,30478,46486,689,690,11.9,12,-0.2,161405,75,996,85.61,104,314,3401.6,169286,652,1483.5,11.8,8490
236,8/27/2018,2224,3417,12.6,31812,46631,680,680,-3.9,-5.7,1.7,146732,78,1417,77.21,99,294,3549.6,163292,628,1366.5,7,8085
237,8/28/2018,2393,3549,12.4,31158,46489,714,714,-3.3,-2.4,-0.9,156680,78,1442,72.83,104,219,3609.7,167732,761,1480.2,18.3,9240
238,8/29/2018,2464,3609,13.8,31318,45452,719,719,-4.1,-3.6,-0.5,160252,79,1414,80.99,96,208,3617.4,168700,685,1497.4,8.2,8014
239,8/30/2018,2476,3616,13.1,32508,43902,714,715,1.5,1.6,-1.78E-15,163016,78,1663,75.12,99,219,3692.5,169490,833,1488.1,5.6,7834
240,8/31/2018,2402,3692,15.7,33279,44599,711,711,-1.1,0.1,-1.2,166204,76,2543,90.53,97,275,3717.2,173305,1374,1478.4,20.2,8161
241,9/1/2018,2462,3718,12.4,32023,44157,741,742,-2.5,-2,-0.5,166265,78,1110,81.59,94,292,3303.7,174055,810,1478.7,11.3,9432
242,9/2/2018,2412,3617,11.6,32347,43867,739,739,1.7,3.2,-1.5,162279,73,1179,85.07,91,242,3319.2,169281,923,1430.7,8.1,7860
243,9/3/2018,2190,3416,12.1,34447,45429,716,715,3.6,2.8,0.9,148621,73,1374,88.76,88,246,3458.9,161465,609,1372.5,-8.5,6978
244,9/4/2018,2304,3469,12.6,33212,47032,722,722,-0.6,-4.6,3.9,156071,74,1055,89.94,83,231,3361.8,164733,867,1421.3,9.1,7953
245,9/5/2018,2605,3578,11.7,32417,46634,706,706,-0.4,0.7,-1.1,162412,74,2038,93.9,100,236,3579.3,169463,749,1492.2,18.8,7135
246,9/6/2018,2418,3630,11.1,34512,45573,691,695,-1.6,-1.7,0.4,164234,69,1580,90.94,105,303,3499.8,170516,846,1497.8,7.4,7552
247,9/7/2018,2420,3657,12,35451,45386,659,659,-3.9,-5.3,1.4,160671,68,1791,90.47,105,336,3749.2,170435,852,1488.8,3.3,8388
248,9/8/2018,2490,3676,13.5,33209,45103,673,673,-2.1,-2.6,0.5,160616,64,1673,86.03,111,294,3742.4,174126,884,1478.7,8,8852
249,9/9/2018,2489,3610,13.8,33426,43759,697,700,-1.1,-3.4,2,162155,68,1963,86.33,125,219,3742.4,171896,1357,1509.3,21.7,9476
250,9/10/2018,2475,3554,13.7,33985,42017,711,713,-14.4,-17.7,3.3,154853,64,1467,88.87,111,106,3823.1,165582,848,1505.7,30,8967
251,9/11/2018,2083,3674,16.6,30310,39752,706,706,-4.1,-5.5,1.4,163490,41,2001,83.95,81,90,3172.6,173369,862,1543.2,29.4,10118
252,9/12/2018,2713,3801,12.8,29357,39052,694,694,-12.4,-12.6,0.2,168414,69,1595,93.34,132,132,3252,177910,592,1583,24,8987
253,9/13/2018,2733,3793,11.8,29211,36781,641,641,-2.5,-2.7,0.3,168114,69,1696,92.42,124,160,3768.8,176483,611,1586.9,18.7,8821
254,9/14/2018,2808,3767,11.6,28731,36196,598,598,19.1,18.8,0.3,165796,70,1187,99.41,140,161,3874.2,176002,644,1557.5,20,8642
255,9/15/2018,2837,3874,14.8,26678,28827,608,608,0.7,-0.1,0.9,172356,84,2260,101.39,157,118,3865.1,182020,1168,1589,27.7,9881
256,9/16/2018,3087,3862,15.2,28423,35893,586,586,1.6,1.3,0.4,170595,87,1763,102.65,159,109,3793.2,181773,744,1609,32.3,9041
257,9/17/2018,2837,3794,12.1,25787,36113,540,537,-3.1,-3.2,0.1,165246,86,1222,89.84,174,97,3822.4,177299,501,1563.7,13.6,8939
258,9/18/2018,2855,3823,11.3,25821,32688,545,545,-0.8,1.2,-2,168252,86,1213,79.75,153,132,3882.8,179785,826,1542.4,22.6,9496
259,9/19/2018,2899,3887,13.5,25010,31496,515,519,-6.9,-6.9,1.33E-15,174682,82,1494,96.83,147,185,3926.4,181427,898,1547.1,26.1,9346
260,9/20/2018,2935,3926,13.3,25471,32421,526,526,-0.9,-1.3,0.3,173385,80,1727,87.18,139,202,3887.8,182528,764,1558.3,31.5,9272
261,9/21/2018,2926,3888,12.5,28092,31733,526,528,-0.8,-4.7,3.9,171296,78,656,87.41,131,173,3750.6,181883,900,1556.7,14.6,8641
262,9/22/2018,2759,3751,11.1,28987,33881,497,497,-1.4,-2.3,0.9,163200,69,951,76.51,132,234,3503.7,177755,650,1452.7,7.5,8514
263,9/23/2018,2511,3504,11.6,28976,40286,535,535,-4.6,-5.1,0.4,156168,69,1129,89.68,121,202,3342.3,170040,546,1390.8,14.6,9169
264,9/24/2018,2402,3342,8.5,29754,41551,578,578,-0.9,3.2,-4,149479,69,1213,92.76,117,108,3484.9,157248,440,1420.4,7.5,9265
265,9/25/2018,2538,3485,16.5,27109,40683,611,611,-1.1,-0.9,-0.2,158146,69,2593,93.71,126,77,3584,166825,1003,1496.2,28.8,11069
266,9/26/2018,2551,3495,15.9,26966,38253,609,609,-5.8,-5.8,0.1,161700,69,1919,96.97,130,76,3625.2,169834,922,1553.4,25.8,9110
267,9/27/2018,2698,3625,17.3,26095,38035,575,574,-4.7,-4.5,-0.1,162776,75,2653,95.63,164,57,3675.1,171186,1361,1566.3,28.3,9020
268,9/28/2018,2729,3675,12.1,25915,36982,580,580,0.3,-0.1,0.4,164805,80,2328,98.8,169,41,3714.5,171487,1326,1580.8,32.8,9793
269,9/29/2018,2767,3714,17.3,28141,35536,559,559,-0.3,-0.8,0.6,163292,79,2798,95.31,184,44,3729.9,173282,791,1582.7,32.2,9443
270,9/30/2018,2799,3730,11.7,27203,35415,537,537,-3,-2.4,-0.6,166192,79,2008,94.69,175,40,3663.5,173517,1183,1572.4,31.5,8832
271,10/1/2018,2735,3661,11,28111,34383,536,536,-7.6,-7.1,-0.6,160586,79,1538,102.76,159,41,3312.2,170100,612,1511,35.4,9045
272,10/2/2018,2813,3758,19.2,27806,32516,521,521,3.1,3.2,-1.35E-14,164861,79,3482,100.28,184,53,3309.3,176034,1595,1513.5,31.6,9652
273,10/3/2018,2791,3720,14.2,25017,33570,481,481,-2.2,-2.2,-0.1,160967,79,1956,103.04,170,52,3437.5,172144,1507,1492.5,37.5,9085
274,10/4/2018,2892,3803,18.5,25507,31453,509,509,-2.2,-2.5,0.2,167101,80,2574,99.11,182,49,3449.8,178317,457,1541.7,22.5,8915
275,10/5/2018,2753,3813,20.8,26218,32232,502,502,-0.1,-1.2,1.1,165588,75,2287,95.04,207,179,3606.5,177018,1775,1527.1,34.5,10097
276,10/6/2018,2847,3828,20.2,27299,31901,491,491,-0.2,-0.9,0.6,165473,72,3392,90.84,218,87,3366.3,175316,583,1497,43.4,8462
277,10/7/2018,2828,3803,24,26862,31625,493,493,-8.5,-8.8,0.3,167371,71,2409,99.89,211,80,3804.5,175063,1314,1494.7,33,9770
278,10/8/2018,2788,3710,11.8,28348,34212,465,465,-8.6,-9,0.3,161377,69,1705,104.48,200,75,3860.2,171588,597,1478,23.6,11869
279,10/9/2018,2867,3825,26.5,27145,32571,487,487,3.1,1.4,1.7,166998,69,3693,105.08,219,52,3667.8,178259,2670,1497.3,30,9615
280,10/10/2018,2858,3822,27.6,25763,33154,492,492,2.4,0.5,1.9,168623,64,2831,104.08,215,61,3827.4,178288,2600,1506.5,33.3,10197
281,10/11/2018,2908,3826,31.1,25504,31824,465,465,5.7,4.2,1.6,167789,64,2607,99.52,213,54,3256.2,180427,1907,1513.5,40.9,10002
282,10/12/2018,2877,3723,20.4,25898,32728,435,418,-2.3,-4,1.7,163469,69,1461,100.25,213,84,3336.6,174211,1524,1465.4,12.9,8336
283,10/13/2018,2875,3735,14.4,22875,32024,451,451,-2.2,-4.2,2,166442,78,1367,107.01,164,76,3726.5,177852,1085,1491.1,10.6,7790
284,10/14/2018,2870,3726,17.3,24581,32864,447,428,0.9,-8.8,9.6,164010,87,1009,104.72,120,63,3613.6,177000,1608,1518.1,15.5,8818
285,10/15/2018,2820,3614,11.1,25456,33513,416,399,-3.9,-6.7,2.7,157079,86,1677,95.73,107,70,3710.4,172195,1709,1482.1,19.1,7182
286,10/16/2018,2927,3710,18.2,23745,32890,412,412,-3,-7,4,166125,84,917,100.4,147,41,3699.7,179459,1107,1541.9,17.5,8102
287,10/17/2018,2917,3700,22.3,22381,32897,403,406,-2.9,-4.9,1.9,164642,85,1543,92.8,169,58,3651.4,178224,2164,1527.5,27,7983
288,10/18/2018,2900,3652,28.2,22785,34535,385,385,-4.9,-6.6,1.8,161059,85,1958,87.84,158,38,3503.6,173658,2555,1527.4,19.7,9031
289,10/19/2018,2790,3503,12.4,25626,35054,361,361,-5,-6.5,1.1,154408,74,618,100.63,137,44,3464.4,166030,623,1454.2,8.5,8882
290,10/20/2018,2766,3465,11.6,25066,34829,360,360,-2.4,-4.9,2.5,151771,74,490,109.97,124,35,3567.6,164575,520,1443.1,-5.1,8301
291,10/21/2018,2820,3568,12,25619,34703,385,385,-2.1,-4,2.1,159648,74,1959,111.19,128,60,3534.9,170201,339,1465.3,11.9,7752
292,10/22/2018,2785,3534,23.4,24899,37406,366,366,-8.4,-8,-0.5,154605,74,1554,106.6,144,73,3626.7,167180,2080,1452.9,20.4,8173
293,10/23/2018,2833,3627,26.9,25576,38027,408,408,7.3,7.4,-0.1,161828,86,2002,112.94,154,44,3669.2,174133,1653,1528,21.4,8793
294,10/24/2018,2921,3669,24.8,25425,35855,399,383,2.9,3,0,163377,94,2189,111.17,139,39,3666.2,177021,1019,1545.9,26.3,8241
295,10/25/2018,2857,3666,11.8,24593,33758,376,376,-3.1,-3.1,-0.1,161952,96,2264,103.25,188,51,3674.3,174757,-21,1532.8,28.3,8976
296,10/26/2018,2871,3675,16.4,25804,33169,364,364,-1.2,-1.6,0.4,163773,97,1927,98.68,190,63,3650.1,175907,1009,1516.2,26.8,9966
297,10/27/2018,2864,3649,11.7,26475,34231,340,325,0.9,1,-1.85E-14,163311,96,1703,106.62,194,98,3620.7,174942,1673,1514.5,22.1,8712
298,10/28/2018,2829,3621,7.2,27145,36562,345,345,-1.8,-2.3,0.4,161847,96,1780,113.69,159,86,3483.2,172136,1681,1498.9,15,8424
299,10/29/2018,2719,3482,10.1,26651,37085,316,316,-4.5,-4.6,0.1,152733,97,550,116.84,144,99,3563,165797,566,1448.9,11.5,9062
300,10/30/2018,2762,3563,11.8,27495,38226,344,344,-5.2,-5.5,0.2,159658,98,781,111.76,158,96,3579.7,172036,159,1481.8,29.2,10456
301,10/31/2018,2738,3580,12.2,30960,34378,368,368,-5.4,-6,0.8,160863,97,1498,115.73,194,76,3620.9,172609,757,1455.3,23.8,9249
302,11/1/2018,2796,3622,13.1,27050,34127,353,353,5.2,5,0.3,161961,96,836,107.33,188,86,3317.4,174096,174,1440.9,24.6,9114
303,11/2/2018,2817,3571,11.2,27019,34374,320,320,-1.8,-2.6,0.8,159384,93,1076,96.36,163,69,3093,172086,1155,1454.8,25.8,8970
304,11/3/2018,2825,3556,11.3,25695,34913,322,322,1.2,0.7,0.4,159037,92,1432,81.67,177,66,3350.8,171862,527,1466.8,25.3,9488
305,11/4/2018,2810,3515,9.6,27476,36240,332,332,4.3,4.5,-0.3,157179,94,653,89.56,152,70,3379.2,170404,475,1455.6,8.5,10373
306,11/5/2018,2676,3416,8.4,27389,37585,338,338,-4,-3.1,-0.8,151160,95,1238,108.09,129,98,3653.3,164441,1181,1411.8,1.9,8479
307,11/6/2018,2787,3514,11.7,23988,34325,334,334,-3.3,-3.2,-0.1,158480,96,1178,110.8,130,71,3581.9,171398,9,1482.3,19.3,9042
308,11/7/2018,2736,3443,12.3,24875,36892,310,310,-2.7,-2.7,0.1,150919,96,857,105.11,127,63,3719.6,167647,717,1426.8,25.1,9396
309,11/8/2018,2541,3176,10.7,25572,40452,262,261,-10.2,-9.6,-0.6,137602,96,495,111.17,116,62,3779.6,156415,543,1368.3,6,8497
310,11/9/2018,2436,3063,9.8,31457,43902,274,274,-1,-0.6,-0.3,138115,96,488,106.9,107,58,3800.1,152373,574,1354.7,-2,7773
311,11/10/2018,2530,3172,12.4,24877,45777,296,296,-2.3,-2.5,0.2,143363,96,485,111.45,106,48,3723.6,157270,542,1425.5,7.8,8165
312,11/11/2018,2621,3255,11.8,26426,44897,303,303,-1.7,-1.9,0.2,146987,97,959,113.31,107,41,3249.6,160028,573,1443,5.9,8297
313,11/12/2018,2637,3250,10.9,26367,44657,275,275,0.2,0.1,0.3,144671,96,626,114.99,105,41,3365.6,158670,670,1437.5,8.8,7915
314,11/13/2018,2712,3370,11.3,25392,41324,306,306,-5,-4.8,-0.2,152795,95,582,113.18,124,38,3407.5,166809,635,1466.5,14.4,9221
315,11/14/2018,2742,3406,11.1,26861,39989,301,301,-7.7,-7.9,0.1,153596,96,514,111.71,143,34,3397.2,167744,565,1463.7,13.3,8605
316,11/15/2018,2769,3397,12.2,28043,39234,297,297,-4,-3.8,-0.2,154103,95,1045,108.73,110,30,3401.8,166739,1445,1443.9,14.9,8765
317,11/16/2018,2725,3401,12.2,27669,39996,293,293,-2.5,-2.5,-5.69E-15,156106,94,830,107.3,120,84,3343.2,168459,797,1439.3,5.9,7854
318,11/17/2018,2665,3344,12.1,26089,42746,278,278,-5.5,-5.3,-0.3,151629,94,540,87.22,121,113,3354.5,165289,576,1432.4,3.8,7752
319,11/18/2018,2729,3355,11.5,24889,41321,284,284,-2.1,-2,2.66E-15,151603,95,562,102.66,124,36,3263.8,164230,558,1458.7,11.9,8238
320,11/19/2018,2680,3263,12,25539,40845,254,254,-1.7,-1.9,0.2,142216,90,830,103.45,120,42,3358.3,158140,681,1407.2,7.5,8261
321,11/20/2018,2750,3359,12.2,25289,39824,271,271,-2.9,-2.4,-0.4,153147,84,868,98.33,118,53,3377.8,165272,691,1443.9,15.1,8496
322,11/21/2018,2729,3377,12,27497,37774,260,260,-12.5,-12.8,0.3,152875,81,805,96.98,123,75,3375.8,164303,850,1444.8,10.3,8642
323,11/22/2018,2750,3375,12.1,26811,38757,263,263,-4.2,-4.8,0.6,152308,77,557,101.31,124,74,3350.9,165026,616,1420,18.8,8310
324,11/23/2018,2701,3351,11.6,26021,41724,249,249,-4.5,-5,0.7,153015,79,705,89.98,122,105,3328.5,164916,739,1412.1,21,9778
325,11/24/2018,2662,3330,13.4,27189,42397,259,259,-3.7,-4.1,0.5,150417,80,753,85.62,120,112,3318,163036,753,1397.8,25,8445
326,11/25/2018,2666,3317,10.1,27729,42209,274,274,-4.4,-4.8,0.5,151904,80,511,101.45,123,65,3223.7,164026,547,1398.1,15.8,7360
327,11/26/2018,2630,3224,10.6,27779,41610,242,242,-2.1,-2.4,0.1,142656,80,680,106.83,119,39,3328.7,157605,710,1387.2,6.6,7344
328,11/27/2018,2688,3329,13.1,24251,34524,254,254,-2,-2,1.99E-14,152181,80,741,107.05,113,61,3334.7,165069,778,1412,22.8,8590
329,11/28/2018,2688,3335,14,28630,40553,253,253,1.7,2,-0.3,152355,80,1166,107.91,126,86,3362.4,164977,954,1398.7,17.3,8222
330,11/29/2018,2704,3362,11.1,27768,38905,249,249,1.3,1.3,5.69E-15,152470,80,546,109.27,124,98,3354.6,165294,588,1400.2,6,8300
331,11/30/2018,2630,3354,11.8,29517,39133,266,266,-1.8,-1.8,0.1,152148,80,584,100.09,97,78,3367.7,165020,670,1383.2,16,9680
332,12/1/2018,2617,3368,14,31225,39785,259,259,-3.6,-3.9,1.95E-14,152465,80,846,103.36,94,77,3355.6,166395,751,1376.2,24.5,8421
333,12/2/2018,2601,3321,11.6,30293,39193,250,250,5.7,5.6,-0.1,150467,80,714,108.32,94,67,3103.6,165386,757,1382.8,19.2,7999
334,12/3/2018,2512,3198,11.3,33642,40018,219,219,-0.1,-0.3,0.4,143640,80,554,109.89,87,64,3462.3,159042,558,1333.4,7.6,10210
335,12/4/2018,2577,3307,12.6,29972,40488,250,250,-1.8,-6.5,4.7,150581,80,544,100.26,87,88,3374.7,166352,550,1366.8,13.4,7934
336,12/5/2018,2637,3341,12.8,29751,37881,252,252,-2.7,-2.9,0.3,152567,80,633,81.43,86.03,96,3619.9,167644,697,1366.9,16.7,9556
337,12/6/2018,2666,3356,14.5,30197,36261,271,271,-1,-0.9,-1.95E-14,151856,80,599,81.33,81,51,3645.8,165729,640,1379,19.3,10649
338,12/7/2018,2678,3377,15.1,30714,38488,266,267,-7.2,-7.2,0.1,153899,83,735,96.98,85,43,3643,168299,725,1385.3,20.3,8880
339,12/8/2018,2652,3353,16.4,30549,37430,252,252,-4.9,-5.2,0.3,151293,84,794,105.04,82,63,3562.3,167146,843,1371.1,14.4,8509
340,12/9/2018,2644,3369,14.1,31649,36758,258,258,-1.2,-1.4,0.2,153311,84,832,98.78,85,75,3794,168463,703,1355.7,21,7696
341,12/10/2018,2558,3253,11.6,32246,36410,238,238,-3.2,-3.3,1.69E-14,145059,84,587,93.44,83,72,3736.2,161194,621,1318.9,19.3,8554
342,12/11/2018,-10472,3336,14.2,32009,35908,258,258,-1.3,-1.7,0.4,153955,84,879,85.71,85,55,3369.6,167213,608,1346,20.4,8307
